duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
10,643972,250k a 1M,Intermedio,Específica,Híbrido,8,Por debajo del mercado,148,1,33.97
21,652358,Menos de 250k,Experto,Sin Experiencia,Remoto,5,Dentro del mercado,133,0,21.78
28,321922,250k a 1M,Experto,Específica,Remoto,7,Por debajo del mercado,164,0,0.0
13,374548,250k a 1M,Intermedio,Sin Experiencia,Híbrido,3,Por debajo del mercado,30,1,32.24
15,354824,Menos de 250k,Básico,General,Presencial,7,Dentro del mercado,49,1,19.51
12,536670,Menos de 250k,Intermedio,General,Remoto,6,Dentro del mercado,175,1,31.67
20,681339,Más de 1M,Experto,General,Híbrido,6,Por encima del mercado,176,0,21.76
17,539333,Más de 1M,Experto,General,Remoto,4,Dentro del mercado,99,1,26.26
6,61870,Menos de 250k,Intermedio,General,Híbrido,10,Por encima del mercado,99,0,22.43
8,651951,Menos de 250k,Intermedio,Específica,Híbrido,11,Dentro del mercado,159,0,31.2
6,230202,Menos de 250k,Intermedio,Específica,Híbrido,1,Dentro del mercado,127,1,43.85
28,356952,250k a 1M,Experto,Sin Experiencia,Presencial,8,Dentro del mercado,130,0,0.0
16,539686,250k a 1M,Experto,Específica,Remoto,2,Dentro del mercado,54,1,33.62
8,483223,250k a 1M,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,157,1,34.98
8,674547,Menos de 250k,Básico,Sin Experiencia,Presencial,1,Dentro del mercado,90,1,51.62
17,377849,Más de 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,30,1,18.97
17,306677,Menos de 250k,Experto,Específica,Presencial,2,Dentro del mercado,61,1,23.64
17,437671,250k a 1M,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,70,1,25.71
9,695404,250k a 1M,Básico,Específica,Remoto,4,Por debajo del mercado,174,1,44.23
14,625935,Menos de 250k,Básico,Específica,Híbrido,3,Dentro del mercado,65,1,37.0
13,517430,Menos de 250k,Básico,Específica,Híbrido,3,Por encima del mercado,119,1,36.07
6,765193,250k a 1M,Básico,General,Remoto,4,Por encima del mercado,10,1,50.88
6,728971,250k a 1M,Básico,General,Remoto,5,Dentro del mercado,147,1,48.41
14,657696,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Por encima del mercado,60,1,30.38
13,264403,Menos de 250k,Intermedio,Específica,Presencial,11,Por encima del mercado,120,0,13.48
15,656648,250k a 1M,Intermedio,Sin Experiencia,Remoto,2,Por encima del mercado,120,1,36.56
17,459528,250k a 1M,Intermedio,Específica,Híbrido,5,Por encima del mercado,132,1,22.82
21,421011,Más de 1M,Experto,General,Híbrido,7,Por debajo del mercado,117,0,10.9
7,363490,Menos de 250k,Básico,Específica,Remoto,3,Por debajo del mercado,196,1,41.1
16,465657,Más de 1M,Experto,Específica,Híbrido,1,Por debajo del mercado,110,1,33.34
16,374849,Más de 1M,Básico,Específica,Remoto,1,Por encima del mercado,212,1,29.88
10,533951,250k a 1M,Básico,General,Híbrido,1,Por encima del mercado,132,1,44.47
13,465411,Menos de 250k,Experto,General,Híbrido,10,Por debajo del mercado,114,1,21.18
10,544108,250k a 1M,Intermedio,General,Presencial,7,Por encima del mercado,145,1,32.78
25,610654,Menos de 250k,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,110,0,9.64
13,441127,Más de 1M,Experto,Específica,Remoto,8,Por debajo del mercado,122,1,24.09
15,352541,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,117,1,27.75
10,98719,250k a 1M,Básico,Sin Experiencia,Presencial,12,Por encima del mercado,112,0,11.29
9,654131,250k a 1M,Básico,General,Remoto,6,Por debajo del mercado,206,1,39.14
4,515753,250k a 1M,Intermedio,Específica,Híbrido,5,Dentro del mercado,214,1,46.35
19,464765,Menos de 250k,Experto,Sin Experiencia,Presencial,8,Por debajo del mercado,116,0,13.96
17,734383,Más de 1M,Experto,General,Remoto,7,Por debajo del mercado,163,1,26.67
10,242296,Más de 1M,Intermedio,General,Híbrido,9,Dentro del mercado,160,1,21.06
7,511248,Menos de 250k,Experto,Sin Experiencia,Presencial,9,Por encima del mercado,155,1,33.42
13,307188,250k a 1M,Experto,Sin Experiencia,Híbrido,4,Por debajo del mercado,127,1,28.0
9,631201,Más de 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,133,1,39.63
11,54772,250k a 1M,Intermedio,Sin Experiencia,Remoto,2,Por encima del mercado,129,0,29.04
4,660803,Menos de 250k,Básico,Sin Experiencia,Remoto,1,Dentro del mercado,64,1,57.16
13,652532,250k a 1M,Intermedio,General,Remoto,8,Por debajo del mercado,97,1,29.12
13,315398,Más de 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,40,1,19.77
19,513268,Más de 1M,Experto,Sin Experiencia,Remoto,1,Por encima del mercado,129,0,29.88
11,319695,250k a 1M,Intermedio,Específica,Presencial,3,Por debajo del mercado,122,1,33.8
10,585519,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,135,1,37.64
3,664046,250k a 1M,Básico,Específica,Híbrido,5,Por encima del mercado,61,1,51.26
19,299004,Menos de 250k,Intermedio,General,Remoto,11,Por encima del mercado,148,0,4.2
17,240650,250k a 1M,Experto,General,Híbrido,3,Por debajo del mercado,124,1,20.85
12,719287,Más de 1M,Experto,General,Híbrido,4,Por debajo del mercado,212,1,38.72
4,888234,Menos de 250k,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,140,1,51.6
5,598889,Menos de 250k,Básico,Específica,Híbrido,4,Por debajo del mercado,70,1,49.22
9,613688,Menos de 250k,Intermedio,General,Híbrido,3,Dentro del mercado,32,1,43.84
18,433592,Más de 1M,Básico,General,Remoto,3,Por encima del mercado,111,1,24.71
14,536006,250k a 1M,Experto,General,Híbrido,6,Por debajo del mercado,49,1,29.1
3,570144,Más de 1M,Intermedio,Específica,Presencial,4,Por debajo del mercado,63,1,50.24
14,463485,Menos de 250k,Experto,General,Presencial,7,Por debajo del mercado,52,1,23.45
7,769972,250k a 1M,Intermedio,Específica,Remoto,6,Dentro del mercado,71,1,45.5
9,535349,Más de 1M,Intermedio,Específica,Presencial,1,Por encima del mercado,173,1,46.61
18,561120,Menos de 250k,Básico,Sin Experiencia,Híbrido,1,Por encima del mercado,52,1,32.31
17,467607,Menos de 250k,Intermedio,General,Presencial,3,Por debajo del mercado,79,1,27.04
19,487932,Más de 1M,Experto,General,Híbrido,8,Por encima del mercado,28,0,15.39
12,743742,Más de 1M,Intermedio,Específica,Remoto,3,Dentro del mercado,15,1,42.73
17,529181,Más de 1M,Experto,Específica,Presencial,6,Por encima del mercado,86,1,22.15
8,533859,Menos de 250k,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,110,1,35.62
10,536440,Más de 1M,Experto,General,Presencial,7,Por encima del mercado,42,1,32.75
10,427097,Menos de 250k,Intermedio,Específica,Remoto,3,Dentro del mercado,24,1,37.22
12,218412,Más de 1M,Experto,General,Remoto,2,Dentro del mercado,10,1,32.11
4,814515,Menos de 250k,Experto,General,Presencial,1,Por encima del mercado,107,1,61.1
11,713659,Menos de 250k,Intermedio,General,Remoto,14,Por encima del mercado,147,0,22.27
21,749809,250k a 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,29,0,21.5
5,285496,Más de 1M,Intermedio,General,Remoto,11,Por debajo del mercado,68,0,27.02
4,788984,Más de 1M,Básico,Específica,Presencial,3,Por debajo del mercado,154,1,58.02
5,893374,Menos de 250k,Experto,Sin Experiencia,Híbrido,9,Por encima del mercado,89,1,47.33
28,708964,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,95,0,13.97
15,829564,Menos de 250k,Experto,Específica,Presencial,5,Dentro del mercado,119,1,36.26
10,659570,250k a 1M,Experto,General,Presencial,4,Por encima del mercado,78,1,40.91
12,330678,250k a 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,61,1,32.86
13,601526,Menos de 250k,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,115,1,37.95
8,295931,Más de 1M,Experto,Específica,Híbrido,5,Por encima del mercado,31,1,34.04
9,380525,Más de 1M,Básico,Específica,Híbrido,3,Dentro del mercado,19,1,38.21
11,563256,250k a 1M,Experto,Específica,Híbrido,5,Por encima del mercado,65,1,34.9
8,536404,250k a 1M,Intermedio,Específica,Presencial,2,Por debajo del mercado,136,1,45.68
10,592615,Menos de 250k,Experto,Específica,Híbrido,7,Dentro del mercado,158,1,34.54
14,141582,Más de 1M,Experto,Específica,Híbrido,4,Por encima del mercado,76,0,22.77
6,469152,Menos de 250k,Experto,Específica,Híbrido,10,Dentro del mercado,142,1,31.88
28,609800,250k a 1M,Básico,General,Híbrido,5,Dentro del mercado,169,0,9.45
17,649675,Más de 1M,Intermedio,General,Remoto,5,Por debajo del mercado,102,1,29.32
4,662755,Más de 1M,Intermedio,General,Presencial,10,Por encima del mercado,132,1,39.65
1,550252,250k a 1M,Experto,General,Presencial,4,Por debajo del mercado,193,1,55.06
8,424155,Menos de 250k,Básico,Sin Experiencia,Híbrido,4,Dentro del mercado,65,1,39.92
16,600294,Menos de 250k,Básico,General,Presencial,3,Dentro del mercado,88,1,32.37
15,440057,Más de 1M,Intermedio,Sin Experiencia,Híbrido,6,Dentro del mercado,180,1,24.87
11,680211,250k a 1M,Básico,Sin Experiencia,Híbrido,3,Por encima del mercado,53,1,42.52
8,585462,Más de 1M,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,108,1,35.99
7,487656,250k a 1M,Experto,Específica,Presencial,5,Por encima del mercado,69,1,41.51
10,346201,Menos de 250k,Básico,Sin Experiencia,Remoto,8,Dentro del mercado,168,1,27.65
6,723895,250k a 1M,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,41,1,43.86
10,611810,Menos de 250k,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,97,1,42.36
20,920594,250k a 1M,Experto,Específica,Remoto,3,Por debajo del mercado,48,0,34.13
7,605244,Más de 1M,Básico,General,Presencial,4,Por encima del mercado,27,1,44.81
16,621983,Menos de 250k,Intermedio,General,Remoto,5,Por encima del mercado,10,1,29.39
17,206946,Más de 1M,Experto,Sin Experiencia,Híbrido,6,Por encima del mercado,92,1,15.54
6,562097,Más de 1M,Intermedio,Sin Experiencia,Remoto,6,Por encima del mercado,124,1,42.18
7,436694,Menos de 250k,Básico,General,Híbrido,5,Por encima del mercado,101,1,39.54
18,665286,Menos de 250k,Experto,General,Remoto,3,Por debajo del mercado,112,0,30.03
6,566937,Más de 1M,Experto,General,Híbrido,3,Por debajo del mercado,78,1,46.95
12,697055,Más de 1M,Intermedio,General,Presencial,7,Dentro del mercado,149,1,34.89
24,926519,Más de 1M,Experto,Sin Experiencia,Remoto,3,Por debajo del mercado,136,0,26.66
18,340328,Más de 1M,Experto,Sin Experiencia,Presencial,7,Dentro del mercado,106,1,15.35
13,689341,Menos de 250k,Experto,Sin Experiencia,Híbrido,7,Por encima del mercado,110,1,32.82
17,636719,Menos de 250k,Experto,General,Remoto,10,Por debajo del mercado,77,1,18.31
12,895859,Más de 1M,Básico,Específica,Remoto,4,Por debajo del mercado,197,1,45.84
18,641077,250k a 1M,Experto,General,Remoto,4,Por encima del mercado,140,0,27.8
1,620282,250k a 1M,Intermedio,General,Presencial,1,Por encima del mercado,95,1,61.84
11,670291,Menos de 250k,Básico,Específica,Híbrido,2,Por encima del mercado,91,1,43.81
1,684253,Más de 1M,Intermedio,Específica,Presencial,2,Dentro del mercado,81,1,61.18
13,790874,Más de 1M,Intermedio,General,Remoto,7,Dentro del mercado,85,1,35.12
11,336124,Menos de 250k,Intermedio,Específica,Híbrido,10,Por debajo del mercado,112,0,19.92
20,421532,250k a 1M,Básico,Específica,Híbrido,7,Por encima del mercado,15,0,13.45
16,847057,250k a 1M,Básico,Específica,Presencial,8,Por debajo del mercado,88,1,28.11
9,108257,250k a 1M,Básico,General,Presencial,3,Por encima del mercado,93,0,32.24
10,483054,Menos de 250k,Experto,General,Remoto,1,Por encima del mercado,100,1,43.33
14,529912,250k a 1M,Intermedio,Específica,Remoto,4,Por encima del mercado,109,1,30.89
9,464618,Menos de 250k,Básico,Sin Experiencia,Remoto,3,Por encima del mercado,102,1,41.08
12,816190,Menos de 250k,Intermedio,Específica,Remoto,2,Por encima del mercado,120,1,45.9
20,595188,Más de 1M,Básico,Específica,Híbrido,6,Dentro del mercado,93,0,20.4
7,422537,250k a 1M,Básico,General,Remoto,1,Por debajo del mercado,149,1,45.97
9,373118,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,133,1,28.85
10,556365,250k a 1M,Intermedio,Específica,Remoto,4,Dentro del mercado,212,1,39.38
31,733191,250k a 1M,Experto,Sin Experiencia,Presencial,5,Dentro del mercado,135,0,7.02
16,527682,Más de 1M,Básico,General,Presencial,5,Por encima del mercado,63,1,26.51
19,473116,250k a 1M,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,92,0,23.31
17,360943,Más de 1M,Básico,General,Remoto,9,Dentro del mercado,75,1,13.75
17,574808,Menos de 250k,Experto,Específica,Híbrido,1,Por encima del mercado,100,1,34.02
15,563714,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,155,1,21.66
14,355156,Menos de 250k,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,84,1,27.31
3,705283,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,72,1,46.62
14,841209,Menos de 250k,Intermedio,Sin Experiencia,Remoto,6,Por encima del mercado,126,1,36.24
11,509800,250k a 1M,Básico,Específica,Híbrido,8,Dentro del mercado,59,1,28.73
15,560428,250k a 1M,Experto,Sin Experiencia,Híbrido,5,Por debajo del mercado,56,1,29.27
12,279013,250k a 1M,Básico,Sin Experiencia,Híbrido,6,Por encima del mercado,119,1,26.25
17,647438,250k a 1M,Experto,Sin Experiencia,Presencial,8,Por encima del mercado,10,1,21.97
18,592835,250k a 1M,Intermedio,General,Presencial,5,Dentro del mercado,76,1,24.85
1,434779,250k a 1M,Experto,Sin Experiencia,Híbrido,9,Por encima del mercado,143,1,41.22
9,351301,250k a 1M,Básico,General,Remoto,6,Por debajo del mercado,10,1,31.01
1,869514,250k a 1M,Básico,Sin Experiencia,Híbrido,3,Por debajo del mercado,12,1,64.47
13,576554,250k a 1M,Intermedio,General,Remoto,4,Dentro del mercado,28,1,34.15
10,316466,Menos de 250k,Básico,General,Presencial,8,Dentro del mercado,10,1,25.59
20,671109,Más de 1M,Básico,Específica,Presencial,1,Por encima del mercado,195,0,30.66
13,545931,250k a 1M,Experto,Específica,Presencial,7,Dentro del mercado,106,1,26.82
9,511778,Más de 1M,Básico,General,Híbrido,4,Por debajo del mercado,66,1,39.84
18,695711,250k a 1M,Intermedio,General,Híbrido,1,Por debajo del mercado,35,1,35.75
10,50000,250k a 1M,Intermedio,Específica,Presencial,6,Por encima del mercado,210,0,23.19
9,138592,Menos de 250k,Básico,General,Presencial,3,Por debajo del mercado,133,0,32.65
14,775844,Menos de 250k,Intermedio,Específica,Presencial,3,Dentro del mercado,94,1,38.89
22,474216,Más de 1M,Experto,Específica,Híbrido,3,Por encima del mercado,161,0,19.48
17,414646,Menos de 250k,Experto,Sin Experiencia,Híbrido,5,Por encima del mercado,119,1,21.14
15,232449,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,75,1,22.48
29,538770,Más de 1M,Básico,Específica,Híbrido,6,Dentro del mercado,70,0,3.61
8,563451,Menos de 250k,Experto,Específica,Híbrido,8,Por encima del mercado,70,1,35.34
7,788163,250k a 1M,Intermedio,General,Híbrido,7,Por encima del mercado,49,1,44.0
13,574489,Más de 1M,Básico,Específica,Híbrido,10,Por debajo del mercado,156,0,22.07
21,439438,Más de 1M,Básico,Específica,Presencial,11,Por debajo del mercado,74,0,3.53
6,581135,250k a 1M,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,168,1,45.69
23,721898,Menos de 250k,Básico,Específica,Híbrido,2,Dentro del mercado,59,0,27.42
3,678244,Más de 1M,Intermedio,General,Presencial,4,Dentro del mercado,70,1,53.08
11,624287,Más de 1M,Intermedio,Específica,Presencial,5,Dentro del mercado,77,1,36.11
13,554916,250k a 1M,Intermedio,Sin Experiencia,Presencial,12,Dentro del mercado,55,0,18.78
7,383735,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,71,1,40.67
8,293440,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,128,1,31.88
17,261799,Más de 1M,Experto,Sin Experiencia,Presencial,3,Dentro del mercado,160,1,22.67
21,578793,Menos de 250k,Intermedio,Específica,Híbrido,4,Por encima del mercado,115,0,22.13
1,599656,Menos de 250k,Experto,General,Híbrido,1,Dentro del mercado,40,1,60.61
13,718861,250k a 1M,Intermedio,General,Remoto,1,Dentro del mercado,70,1,44.17
11,612346,Más de 1M,Básico,General,Remoto,9,Dentro del mercado,71,1,28.28
13,710174,Más de 1M,Experto,Específica,Presencial,8,Dentro del mercado,185,1,30.28
10,473891,Más de 1M,Básico,Específica,Presencial,4,Por debajo del mercado,149,1,37.23
4,654168,250k a 1M,Intermedio,Específica,Híbrido,8,Por encima del mercado,161,1,42.88
21,299706,250k a 1M,Intermedio,General,Presencial,1,Por debajo del mercado,65,0,19.91
19,487963,250k a 1M,Básico,Específica,Presencial,4,Por encima del mercado,36,0,21.65
11,133703,250k a 1M,Intermedio,Específica,Presencial,6,Por encima del mercado,129,0,23.34
9,506317,250k a 1M,Básico,Sin Experiencia,Presencial,9,Por encima del mercado,77,1,29.94
8,744957,Más de 1M,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,115,1,43.53
1,514042,Menos de 250k,Intermedio,General,Presencial,7,Por debajo del mercado,121,1,47.92
14,644365,Más de 1M,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,80,1,35.39
17,554637,Menos de 250k,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,150,1,24.48
13,385915,250k a 1M,Intermedio,Sin Experiencia,Híbrido,9,Dentro del mercado,27,1,20.68
11,462670,Menos de 250k,Básico,Específica,Remoto,1,Por encima del mercado,105,1,40.43
13,735937,Más de 1M,Experto,Sin Experiencia,Presencial,8,Dentro del mercado,134,1,30.25
7,643335,Más de 1M,Básico,Sin Experiencia,Híbrido,4,Dentro del mercado,185,1,45.88
9,376481,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Por encima del mercado,107,1,42.41
11,222506,250k a 1M,Básico,Específica,Presencial,4,Por encima del mercado,163,1,28.83
16,541369,250k a 1M,Básico,General,Remoto,9,Por encima del mercado,160,1,18.83
20,383624,Más de 1M,Experto,Específica,Híbrido,4,Por debajo del mercado,217,0,18.7
11,464513,Menos de 250k,Intermedio,Específica,Presencial,6,Por encima del mercado,116,1,32.11
6,209115,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Por encima del mercado,203,1,43.68
12,708151,250k a 1M,Intermedio,General,Remoto,1,Por debajo del mercado,141,1,45.35
24,480604,Más de 1M,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,23,0,18.36
6,510932,250k a 1M,Básico,Sin Experiencia,Presencial,8,Por debajo del mercado,101,1,36.27
17,333414,Menos de 250k,Intermedio,General,Híbrido,5,Dentro del mercado,54,1,19.78
20,444523,Más de 1M,Básico,General,Híbrido,8,Por debajo del mercado,177,0,11.16
10,524492,Más de 1M,Básico,Específica,Presencial,8,Por encima del mercado,108,1,29.76
8,377349,Menos de 250k,Intermedio,General,Presencial,3,Por debajo del mercado,34,1,40.99
15,456828,Más de 1M,Experto,Específica,Remoto,10,Por encima del mercado,144,1,16.27
14,777258,250k a 1M,Básico,Específica,Híbrido,3,Dentro del mercado,166,1,39.17
16,149992,250k a 1M,Básico,Sin Experiencia,Presencial,8,Por encima del mercado,80,0,10.8
24,536912,Menos de 250k,Básico,Sin Experiencia,Presencial,8,Por debajo del mercado,78,0,6.93
13,342907,250k a 1M,Básico,Sin Experiencia,Híbrido,5,Por debajo del mercado,110,1,26.51
5,767298,Menos de 250k,Experto,General,Presencial,5,Dentro del mercado,10,1,50.7
12,463855,Menos de 250k,Intermedio,General,Remoto,6,Por encima del mercado,135,1,29.01
13,290569,250k a 1M,Básico,Específica,Remoto,5,Dentro del mercado,185,1,24.16
20,456878,Menos de 250k,Intermedio,Específica,Presencial,4,Por encima del mercado,67,0,21.09
11,569927,250k a 1M,Básico,Específica,Híbrido,4,Por encima del mercado,192,1,39.07
10,1055124,Más de 1M,Experto,General,Remoto,4,Dentro del mercado,150,1,52.76
4,78038,Más de 1M,Intermedio,Específica,Híbrido,9,Dentro del mercado,96,0,28.35
15,260177,Menos de 250k,Experto,Específica,Híbrido,1,Por encima del mercado,132,1,29.03
32,761044,250k a 1M,Básico,General,Híbrido,4,Dentro del mercado,180,0,8.53
11,198208,250k a 1M,Experto,Sin Experiencia,Remoto,4,Por encima del mercado,107,0,29.14
15,501926,Más de 1M,Experto,General,Remoto,4,Dentro del mercado,120,1,29.4
9,403327,Más de 1M,Básico,Específica,Presencial,6,Dentro del mercado,73,1,33.78
4,371915,250k a 1M,Básico,Sin Experiencia,Híbrido,1,Dentro del mercado,94,1,50.11
15,465561,Menos de 250k,Intermedio,General,Remoto,8,Por debajo del mercado,135,1,21.14
12,433463,Más de 1M,Básico,Sin Experiencia,Remoto,8,Dentro del mercado,91,1,25.23
1,711412,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,75,1,52.07
22,765659,Menos de 250k,Experto,Específica,Remoto,4,Por encima del mercado,158,0,24.29
14,585261,Más de 1M,Experto,General,Remoto,3,Por encima del mercado,124,1,34.9
12,452785,Menos de 250k,Intermedio,Específica,Remoto,4,Dentro del mercado,76,1,32.53
9,551694,Menos de 250k,Básico,General,Presencial,5,Por debajo del mercado,188,1,37.65
14,661005,250k a 1M,Básico,General,Presencial,7,Por encima del mercado,206,1,28.48
15,700340,Menos de 250k,Experto,General,Híbrido,5,Por debajo del mercado,151,1,33.48
14,574009,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,40,1,28.17
18,805532,Más de 1M,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,120,0,32.06
20,376698,Más de 1M,Experto,Específica,Presencial,6,Por debajo del mercado,129,0,14.75
24,727991,250k a 1M,Básico,General,Presencial,4,Por debajo del mercado,21,0,19.64
7,640872,Más de 1M,Intermedio,General,Híbrido,6,Por encima del mercado,160,1,42.78
9,378000,Menos de 250k,Experto,Sin Experiencia,Híbrido,1,Dentro del mercado,110,1,43.18
14,546537,Menos de 250k,Básico,General,Híbrido,6,Dentro del mercado,156,1,27.13
7,560286,Menos de 250k,Experto,Específica,Híbrido,7,Por debajo del mercado,85,1,38.56
8,471594,Más de 1M,Experto,General,Híbrido,7,Dentro del mercado,124,1,34.8
15,469413,Menos de 250k,Básico,General,Remoto,2,Por encima del mercado,127,1,32.91
17,195034,Más de 1M,Básico,Sin Experiencia,Remoto,3,Por encima del mercado,109,0,20.13
20,362147,Menos de 250k,Intermedio,General,Presencial,2,Por encima del mercado,125,0,21.51
11,452326,250k a 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,93,1,31.25
15,385486,Más de 1M,Intermedio,Específica,Híbrido,7,Por encima del mercado,41,1,21.06
13,328867,Más de 1M,Básico,Específica,Presencial,3,Por debajo del mercado,10,1,29.97
12,712218,Menos de 250k,Básico,Específica,Remoto,9,Por debajo del mercado,69,1,29.74
7,479215,Más de 1M,Experto,Sin Experiencia,Híbrido,9,Por encima del mercado,140,1,32.33
6,933348,Más de 1M,Intermedio,General,Híbrido,5,Por encima del mercado,48,1,51.94
16,544549,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Por debajo del mercado,153,1,24.72
7,708031,250k a 1M,Experto,Específica,Remoto,1,Por encima del mercado,170,1,54.03
1,458376,Menos de 250k,Experto,General,Remoto,3,Dentro del mercado,124,1,52.4
12,367665,250k a 1M,Intermedio,Sin Experiencia,Híbrido,1,Por debajo del mercado,92,1,37.02
21,552570,Menos de 250k,Básico,General,Híbrido,2,Por debajo del mercado,151,0,24.72
1,759103,Menos de 250k,Básico,Específica,Presencial,7,Por encima del mercado,158,1,54.22
10,482186,Menos de 250k,Experto,Específica,Presencial,7,Por encima del mercado,89,1,30.4
16,589356,Más de 1M,Intermedio,General,Remoto,7,Por debajo del mercado,104,1,23.19
1,551512,250k a 1M,Intermedio,General,Presencial,6,Por debajo del mercado,59,1,50.57
11,480400,Menos de 250k,Intermedio,Específica,Híbrido,7,Por debajo del mercado,114,1,31.0
5,490635,250k a 1M,Básico,Sin Experiencia,Remoto,1,Por encima del mercado,10,1,51.66
6,300305,Menos de 250k,Básico,Específica,Presencial,1,Por debajo del mercado,85,1,45.32
10,497782,250k a 1M,Intermedio,General,Remoto,4,Dentro del mercado,57,1,37.72
5,630659,250k a 1M,Intermedio,Sin Experiencia,Híbrido,7,Dentro del mercado,96,1,43.41
5,559142,Menos de 250k,Experto,Específica,Presencial,4,Por encima del mercado,60,1,48.73
12,536836,Más de 1M,Experto,General,Presencial,1,Por debajo del mercado,10,1,42.01
25,645002,250k a 1M,Intermedio,General,Presencial,3,Por debajo del mercado,67,0,18.0
17,538987,Más de 1M,Intermedio,General,Híbrido,2,Dentro del mercado,76,1,31.5
18,502783,Más de 1M,Básico,Sin Experiencia,Remoto,1,Por debajo del mercado,153,0,30.46
17,647032,Menos de 250k,Intermedio,Sin Experiencia,Presencial,12,Por encima del mercado,68,0,14.86
8,527320,Menos de 250k,Experto,Sin Experiencia,Remoto,9,Por encima del mercado,58,1,32.76
14,452681,Menos de 250k,Básico,Sin Experiencia,Remoto,1,Por encima del mercado,40,1,36.21
19,593654,250k a 1M,Experto,General,Remoto,1,Por debajo del mercado,157,0,31.86
17,492956,Menos de 250k,Experto,General,Híbrido,3,Por debajo del mercado,89,1,28.88
13,443697,Menos de 250k,Básico,Sin Experiencia,Híbrido,1,Dentro del mercado,114,1,37.15
15,531084,250k a 1M,Experto,Sin Experiencia,Presencial,12,Dentro del mercado,23,0,13.78
27,533418,250k a 1M,Intermedio,General,Presencial,3,Por encima del mercado,12,0,13.52
17,279275,Menos de 250k,Experto,Específica,Remoto,6,Por debajo del mercado,55,1,16.42
10,566646,Menos de 250k,Básico,Específica,Remoto,3,Por debajo del mercado,181,1,40.35
12,869303,Menos de 250k,Básico,General,Remoto,1,Por encima del mercado,45,1,49.48
6,304078,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Por encima del mercado,69,1,31.86
26,399485,Más de 1M,Experto,Sin Experiencia,Híbrido,7,Dentro del mercado,101,0,2.59
22,1056005,Más de 1M,Intermedio,General,Presencial,5,Dentro del mercado,69,0,30.72
12,335573,Menos de 250k,Básico,Específica,Remoto,12,Por encima del mercado,124,0,13.27
25,757278,Más de 1M,Intermedio,General,Remoto,6,Por debajo del mercado,58,0,15.71
16,454259,250k a 1M,Básico,General,Híbrido,4,Dentro del mercado,45,1,27.77
9,512028,Más de 1M,Intermedio,General,Presencial,11,Por encima del mercado,236,0,25.62
17,473766,Más de 1M,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,53,1,20.36
14,585140,Menos de 250k,Intermedio,Sin Experiencia,Remoto,10,Por encima del mercado,140,1,20.87
17,184049,Más de 1M,Básico,Sin Experiencia,Presencial,5,Por debajo del mercado,53,0,16.46
4,537252,Más de 1M,Experto,Específica,Remoto,1,Dentro del mercado,23,1,55.12
7,419328,Más de 1M,Experto,General,Híbrido,1,Por debajo del mercado,95,1,46.59
21,127385,Más de 1M,Experto,General,Presencial,8,Por debajo del mercado,33,0,1.8
