duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
25,451053,Menos de 250k,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,0,14
25,210071,Menos de 250k,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,0,17
50,286449,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,0,59
16,814142,250k a 1M,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,1,98
53,201636,Menos de 250k,Intermedio,General,Presencial,6,Por debajo del mercado,1,48
27,376903,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,1,66
49,900386,250k a 1M,Intermedio,Sin Experiencia,Presencial,2,Por encima del mercado,1,68
36,608961,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,1,31
28,126466,250k a 1M,Básico,General,Presencial,2,Dentro del mercado,1,57
37,346294,250k a 1M,Básico,Sin Experiencia,Presencial,2,Por debajo del mercado,1,41
7,553384,Menos de 250k,Intermedio,General,Presencial,7,Dentro del mercado,0,58
6,419383,Menos de 250k,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,1,63
24,190943,Más de 1M,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,1,60
51,471465,250k a 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,1,64
22,210226,Menos de 250k,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,1,55
51,723799,250k a 1M,Básico,General,Presencial,7,Dentro del mercado,0,51
15,631814,250k a 1M,Experto,Sin Experiencia,Remoto,7,Dentro del mercado,0,89
36,208054,250k a 1M,Básico,General,Remoto,5,Dentro del mercado,0,55
20,746817,250k a 1M,Intermedio,General,Presencial,3,Dentro del mercado,0,71
20,921204,Menos de 250k,Básico,General,Presencial,7,Dentro del mercado,0,40
19,613378,250k a 1M,Experto,General,Presencial,9,Por encima del mercado,1,90
27,106940,250k a 1M,Básico,General,Remoto,6,Dentro del mercado,1,71
47,308993,250k a 1M,Intermedio,Específica,Remoto,1,Dentro del mercado,1,94
7,520540,250k a 1M,Experto,Sin Experiencia,Remoto,2,Por encima del mercado,0,80
20,542105,250k a 1M,Intermedio,Específica,Presencial,9,Por debajo del mercado,0,63
45,288573,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,0,22
52,550678,250k a 1M,Básico,General,Remoto,6,Dentro del mercado,1,80
58,929474,250k a 1M,Básico,General,Presencial,7,Dentro del mercado,0,55
24,817187,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,1,84
45,562386,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,0,55
52,504713,250k a 1M,Básico,General,Remoto,8,Dentro del mercado,1,75
9,284020,250k a 1M,Intermedio,General,Presencial,5,Por debajo del mercado,0,66
23,350177,250k a 1M,Básico,General,Presencial,2,Dentro del mercado,0,47
43,914702,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,1,62
9,737684,Menos de 250k,Intermedio,General,Presencial,2,Dentro del mercado,1,79
35,906911,Menos de 250k,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,0,27
45,688997,250k a 1M,Básico,Sin Experiencia,Presencial,9,Por debajo del mercado,1,46
24,897506,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,1,95
42,640188,Más de 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,1,81
9,711330,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,0,77
35,241035,Menos de 250k,Intermedio,Específica,Presencial,9,Dentro del mercado,0,42
59,372472,250k a 1M,Intermedio,Específica,Presencial,2,Por encima del mercado,0,57
55,880511,250k a 1M,Intermedio,Específica,Presencial,7,Dentro del mercado,1,99
45,678034,250k a 1M,Intermedio,General,Remoto,5,Por debajo del mercado,1,89
7,483504,Menos de 250k,Intermedio,General,Remoto,4,Dentro del mercado,1,88
24,842503,Más de 1M,Intermedio,General,Presencial,1,Por debajo del mercado,0,64
39,605346,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,1,49
32,836594,250k a 1M,Básico,General,Remoto,6,Por encima del mercado,1,75
15,187701,250k a 1M,Experto,Sin Experiencia,Presencial,5,Dentro del mercado,0,74
36,618490,Menos de 250k,Básico,Sin Experiencia,Presencial,7,Por encima del mercado,0,9
24,448078,250k a 1M,Intermedio,General,Presencial,7,Por encima del mercado,1,70
14,484632,250k a 1M,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,1,80
58,282547,250k a 1M,Intermedio,General,Remoto,7,Dentro del mercado,1,87
43,193591,Menos de 250k,Básico,General,Remoto,9,Dentro del mercado,0,26
56,676039,250k a 1M,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,1,62
10,262495,Más de 1M,Básico,Sin Experiencia,Remoto,10,Por debajo del mercado,0,51
57,234744,250k a 1M,Intermedio,General,Remoto,5,Por debajo del mercado,0,60
45,817633,250k a 1M,Intermedio,Específica,Remoto,5,Por encima del mercado,0,82
43,161318,Menos de 250k,Intermedio,Sin Experiencia,Presencial,8,Por debajo del mercado,1,33
50,171771,250k a 1M,Experto,General,Presencial,1,Dentro del mercado,0,66
46,377259,Menos de 250k,Básico,Sin Experiencia,Presencial,2,Por debajo del mercado,0,2
11,892631,Más de 1M,Intermedio,General,Presencial,2,Dentro del mercado,0,92
19,501673,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Por encima del mercado,0,53
56,872907,250k a 1M,Experto,General,Remoto,3,Por encima del mercado,1,100
13,401357,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,0,72
50,778198,250k a 1M,Experto,Sin Experiencia,Remoto,5,Dentro del mercado,1,100
37,142164,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,0,38
55,987195,250k a 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,1,100
11,653505,250k a 1M,Intermedio,Específica,Presencial,6,Dentro del mercado,0,92
31,443019,Menos de 250k,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,0,57
31,159045,250k a 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,1,62
11,726318,Más de 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,1,100
32,402939,250k a 1M,Experto,Sin Experiencia,Remoto,7,Dentro del mercado,0,75
48,248653,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,0,50
50,509960,250k a 1M,Básico,Específica,Presencial,3,Dentro del mercado,0,57
37,277063,Más de 1M,Intermedio,General,Remoto,8,Por debajo del mercado,1,85
16,788110,Menos de 250k,Experto,General,Remoto,9,Por debajo del mercado,1,88
56,866331,Menos de 250k,Intermedio,General,Remoto,4,Dentro del mercado,1,81
35,151153,250k a 1M,Básico,Específica,Presencial,4,Por encima del mercado,1,62
41,617180,Menos de 250k,Básico,Específica,Presencial,7,Por debajo del mercado,1,49
8,522193,250k a 1M,Intermedio,General,Presencial,5,Dentro del mercado,1,100
59,529995,250k a 1M,Básico,General,Remoto,10,Dentro del mercado,1,71
60,571024,Menos de 250k,Básico,Específica,Presencial,8,Por debajo del mercado,0,26
18,542378,250k a 1M,Básico,Sin Experiencia,Remoto,1,Dentro del mercado,1,68
56,573300,250k a 1M,Experto,General,Remoto,10,Dentro del mercado,1,100
13,482007,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,0,77
9,705724,250k a 1M,Básico,Sin Experiencia,Remoto,1,Por debajo del mercado,1,72
50,666448,Menos de 250k,Intermedio,General,Presencial,7,Dentro del mercado,0,45
34,757690,250k a 1M,Básico,General,Presencial,9,Por debajo del mercado,0,38
57,713040,250k a 1M,Básico,Sin Experiencia,Remoto,9,Por encima del mercado,1,57
6,147386,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,1,83
36,128918,250k a 1M,Intermedio,General,Presencial,2,Dentro del mercado,1,72
28,269981,250k a 1M,Intermedio,Específica,Remoto,5,Por debajo del mercado,0,71
38,709461,Menos de 250k,Intermedio,Específica,Remoto,10,Por debajo del mercado,1,70
48,251259,Más de 1M,Intermedio,Específica,Presencial,9,Dentro del mercado,0,73
27,694616,Menos de 250k,Experto,Específica,Presencial,3,Dentro del mercado,1,90
43,238196,Menos de 250k,Básico,General,Remoto,8,Dentro del mercado,1,49
14,472753,Más de 1M,Experto,General,Remoto,7,Dentro del mercado,1,100
60,950432,250k a 1M,Experto,General,Remoto,9,Por encima del mercado,1,100
31,959569,250k a 1M,Básico,Sin Experiencia,Presencial,7,Dentro del mercado,0,46
8,845724,250k a 1M,Experto,General,Remoto,4,Por encima del mercado,0,100
12,371226,250k a 1M,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,1,62
7,828898,Más de 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,0,72
16,785738,Menos de 250k,Básico,General,Remoto,7,Dentro del mercado,1,72
35,416751,Menos de 250k,Intermedio,General,Remoto,7,Dentro del mercado,1,70
23,154967,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Dentro del mercado,1,46
49,290324,250k a 1M,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,0,30
18,363029,250k a 1M,Intermedio,General,Presencial,9,Por encima del mercado,1,70
24,362308,250k a 1M,Experto,General,Remoto,9,Por encima del mercado,0,70
14,890912,Menos de 250k,Básico,General,Remoto,6,Dentro del mercado,1,76
20,901082,Más de 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,1,100
10,498510,Menos de 250k,Intermedio,Específica,Remoto,2,Dentro del mercado,0,74
35,191136,Más de 1M,Básico,Específica,Remoto,1,Por debajo del mercado,1,76
22,613208,250k a 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,0,40
50,241954,250k a 1M,Intermedio,General,Remoto,6,Dentro del mercado,0,68
10,146963,250k a 1M,Intermedio,General,Remoto,3,Dentro del mercado,1,99
7,636804,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,0,57
42,202374,250k a 1M,Intermedio,General,Presencial,8,Dentro del mercado,0,54
58,447971,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,0,25
45,689182,250k a 1M,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,1,67
22,676434,250k a 1M,Intermedio,Específica,Remoto,4,Por encima del mercado,0,82
54,690928,250k a 1M,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,0,38
12,894754,250k a 1M,Básico,Específica,Presencial,2,Por encima del mercado,1,82
11,197646,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,0,74
46,927119,250k a 1M,Experto,General,Remoto,6,Dentro del mercado,1,100
54,637002,250k a 1M,Intermedio,Específica,Presencial,7,Dentro del mercado,1,94
47,373190,Más de 1M,Intermedio,Específica,Remoto,6,Dentro del mercado,1,100
17,912778,Más de 1M,Intermedio,General,Remoto,3,Dentro del mercado,0,100
57,532658,250k a 1M,Intermedio,Específica,Remoto,2,Dentro del mercado,0,80
37,929196,Menos de 250k,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,0,31
48,916346,Más de 1M,Básico,General,Remoto,9,Por encima del mercado,1,81
19,353989,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,0,45
26,340346,Menos de 250k,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,0,38
44,993633,250k a 1M,Experto,Específica,Presencial,5,Por debajo del mercado,0,90
42,458216,Menos de 250k,Básico,General,Remoto,4,Dentro del mercado,1,58
53,591198,Menos de 250k,Intermedio,Sin Experiencia,Remoto,1,Dentro del mercado,0,39
22,935364,250k a 1M,Intermedio,Específica,Presencial,10,Dentro del mercado,0,79
39,585699,Más de 1M,Básico,Sin Experiencia,Presencial,5,Dentro del mercado,0,52
48,560255,250k a 1M,Experto,Sin Experiencia,Presencial,2,Por debajo del mercado,1,76
48,380202,Más de 1M,Básico,Sin Experiencia,Remoto,6,Por debajo del mercado,1,66
15,825939,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,0,43
22,697992,Más de 1M,Básico,General,Remoto,3,Por encima del mercado,0,65
6,855365,250k a 1M,Básico,Específica,Presencial,1,Dentro del mercado,1,95
28,494728,Menos de 250k,Intermedio,Específica,Presencial,10,Por encima del mercado,1,55
23,543690,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,1,74
51,884333,Menos de 250k,Experto,Específica,Presencial,8,Dentro del mercado,0,72
14,304896,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,1,60
9,855509,Más de 1M,Intermedio,General,Remoto,5,Dentro del mercado,1,100
31,920585,250k a 1M,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,1,93
25,839615,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,0,55
21,696261,250k a 1M,Básico,Sin Experiencia,Presencial,10,Por encima del mercado,1,49
23,506235,Menos de 250k,Intermedio,General,Remoto,10,Por encima del mercado,0,41
56,338804,Menos de 250k,Básico,General,Presencial,2,Por encima del mercado,0,11
18,812947,250k a 1M,Básico,General,Remoto,9,Dentro del mercado,1,84
40,171278,Menos de 250k,Experto,Sin Experiencia,Remoto,1,Dentro del mercado,1,66
32,162627,250k a 1M,Experto,General,Remoto,4,Por encima del mercado,1,92
41,314460,Más de 1M,Intermedio,Específica,Remoto,1,Por encima del mercado,1,94
27,744737,Más de 1M,Básico,General,Presencial,2,Dentro del mercado,0,59
7,859464,250k a 1M,Básico,Específica,Presencial,1,Dentro del mercado,0,75
31,494925,250k a 1M,Básico,Específica,Presencial,5,Por encima del mercado,0,50
10,581158,Menos de 250k,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,1,65
24,769404,250k a 1M,Básico,General,Presencial,2,Dentro del mercado,1,70
17,441198,250k a 1M,Básico,Sin Experiencia,Presencial,3,Por debajo del mercado,0,35
17,982708,Más de 1M,Experto,Sin Experiencia,Remoto,3,Por debajo del mercado,1,100
28,282831,250k a 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,1,60
39,533294,Más de 1M,Intermedio,Específica,Remoto,9,Por encima del mercado,0,78
53,693744,250k a 1M,Básico,General,Presencial,3,Dentro del mercado,0,50
19,844352,250k a 1M,Básico,General,Remoto,3,Dentro del mercado,1,88
23,234920,250k a 1M,Experto,General,Presencial,9,Dentro del mercado,1,92
53,409140,Menos de 250k,Básico,General,Remoto,4,Por encima del mercado,1,47
30,212908,250k a 1M,Básico,Específica,Remoto,9,Dentro del mercado,0,57
8,143984,Menos de 250k,Experto,General,Presencial,7,Por debajo del mercado,0,54
15,148390,250k a 1M,Básico,General,Remoto,10,Dentro del mercado,1,73
19,494235,250k a 1M,Intermedio,Sin Experiencia,Presencial,9,Por encima del mercado,0,42
17,356310,Más de 1M,Intermedio,General,Presencial,4,Por debajo del mercado,1,91
24,818970,Menos de 250k,Experto,General,Remoto,10,Dentro del mercado,0,67
37,216816,Más de 1M,Básico,Específica,Presencial,4,Por debajo del mercado,1,73
11,801753,Menos de 250k,Básico,General,Presencial,4,Por encima del mercado,0,40
37,306676,Menos de 250k,Intermedio,General,Presencial,1,Por debajo del mercado,1,44
33,226633,250k a 1M,Intermedio,General,Remoto,10,Por encima del mercado,1,70
58,733971,Menos de 250k,Intermedio,General,Remoto,4,Por debajo del mercado,0,48
14,540436,Menos de 250k,Intermedio,General,Presencial,10,Por encima del mercado,1,56
17,977491,Más de 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,0,70
20,866471,Más de 1M,Experto,General,Presencial,10,Por debajo del mercado,0,83
56,775291,Menos de 250k,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,0,47
48,483047,Más de 1M,Básico,Específica,Remoto,6,Por debajo del mercado,1,88
9,298310,250k a 1M,Básico,General,Remoto,6,Por encima del mercado,0,59
53,328378,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,1,52
53,115909,Menos de 250k,Intermedio,General,Presencial,2,Por debajo del mercado,0,22
38,478512,250k a 1M,Intermedio,Específica,Remoto,5,Por encima del mercado,1,95
35,164011,Menos de 250k,Básico,General,Remoto,5,Dentro del mercado,1,54
60,904936,250k a 1M,Básico,General,Presencial,9,Dentro del mercado,0,51
26,488850,250k a 1M,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,0,64
23,482002,Menos de 250k,Básico,General,Remoto,5,Dentro del mercado,1,65
56,881446,Más de 1M,Experto,Específica,Presencial,2,Dentro del mercado,1,100
55,495011,250k a 1M,Intermedio,General,Remoto,1,Por encima del mercado,0,57
29,259946,Menos de 250k,Experto,General,Remoto,6,Dentro del mercado,1,84
55,261969,Más de 1M,Intermedio,General,Remoto,7,Por encima del mercado,1,87
23,897371,Más de 1M,Básico,Específica,Presencial,8,Dentro del mercado,1,97
10,112182,250k a 1M,Básico,Específica,Presencial,2,Dentro del mercado,0,62
37,564716,250k a 1M,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,0,38
33,759323,250k a 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,1,70
26,270342,250k a 1M,Básico,General,Presencial,5,Por debajo del mercado,1,56
59,441968,250k a 1M,Básico,Específica,Presencial,1,Por debajo del mercado,0,41
32,307098,250k a 1M,Intermedio,General,Remoto,1,Dentro del mercado,1,84
38,165465,250k a 1M,Básico,General,Remoto,4,Por debajo del mercado,1,62
30,830136,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Dentro del mercado,1,90
43,297064,250k a 1M,Básico,General,Remoto,5,Por encima del mercado,0,46
10,742211,Menos de 250k,Intermedio,General,Presencial,7,Dentro del mercado,0,61
49,873579,250k a 1M,Intermedio,General,Remoto,1,Dentro del mercado,1,95
15,953428,250k a 1M,Básico,Específica,Remoto,9,Dentro del mercado,1,100
48,934612,250k a 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,1,65
8,475507,Menos de 250k,Intermedio,General,Presencial,8,Dentro del mercado,0,54
54,571256,Más de 1M,Intermedio,General,Remoto,6,Por encima del mercado,0,75
54,117304,Más de 1M,Experto,Sin Experiencia,Remoto,9,Por debajo del mercado,0,65
26,388267,Menos de 250k,Básico,Específica,Presencial,7,Dentro del mercado,0,34
48,152283,250k a 1M,Experto,General,Presencial,8,Dentro del mercado,0,68
20,639291,250k a 1M,Experto,Sin Experiencia,Remoto,2,Por encima del mercado,0,72
51,212020,250k a 1M,Experto,General,Presencial,7,Dentro del mercado,0,71
22,131746,250k a 1M,Intermedio,Específica,Presencial,8,Dentro del mercado,1,87
30,112834,Menos de 250k,Intermedio,General,Remoto,9,Dentro del mercado,1,60
26,226320,250k a 1M,Básico,Sin Experiencia,Remoto,9,Por debajo del mercado,0,27
26,560241,Más de 1M,Básico,General,Remoto,10,Por encima del mercado,0,52
52,987157,250k a 1M,Básico,General,Remoto,5,Por debajo del mercado,0,60
37,553761,Más de 1M,Experto,General,Presencial,7,Por encima del mercado,1,98
19,609228,Más de 1M,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,0,54
39,717723,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por encima del mercado,1,89
28,786061,250k a 1M,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,1,68
7,344864,250k a 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,1,66
28,388872,Más de 1M,Básico,Específica,Presencial,10,Dentro del mercado,0,58
49,320646,250k a 1M,Básico,General,Presencial,1,Por debajo del mercado,0,29
39,540936,250k a 1M,Básico,Específica,Presencial,2,Por encima del mercado,0,45
19,468373,250k a 1M,Básico,Sin Experiencia,Remoto,4,Por debajo del mercado,0,43
38,604158,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,0,52
32,168396,250k a 1M,Experto,Específica,Remoto,3,Por debajo del mercado,0,80
48,119089,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Por encima del mercado,0,48
20,940506,Menos de 250k,Experto,General,Presencial,9,Por encima del mercado,1,76
52,723988,Menos de 250k,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,1,43
14,159581,250k a 1M,Básico,Específica,Presencial,8,Por debajo del mercado,1,68
26,640450,Menos de 250k,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,0,57
9,791431,250k a 1M,Intermedio,Específica,Presencial,8,Dentro del mercado,1,100
51,188041,Menos de 250k,Básico,General,Presencial,9,Dentro del mercado,0,16
13,320403,Menos de 250k,Experto,General,Presencial,7,Dentro del mercado,0,63
49,412193,250k a 1M,Experto,Específica,Presencial,3,Dentro del mercado,0,85
31,817178,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,0,23
20,500339,Más de 1M,Intermedio,General,Remoto,1,Por debajo del mercado,1,93
18,941192,Más de 1M,Intermedio,Específica,Presencial,2,Por debajo del mercado,0,83
16,536490,Más de 1M,Básico,Específica,Presencial,9,Por debajo del mercado,1,83
59,225729,250k a 1M,Experto,General,Remoto,5,Dentro del mercado,0,85
47,906496,Más de 1M,Básico,Sin Experiencia,Presencial,1,Dentro del mercado,0,51
27,515844,Más de 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,0,70
32,443761,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,0,36
53,728080,Menos de 250k,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,1,66
46,797590,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,1,62
6,381156,250k a 1M,Básico,Sin Experiencia,Presencial,7,Por encima del mercado,1,59
33,227284,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,1,70
44,922955,Más de 1M,Básico,General,Presencial,2,Dentro del mercado,1,83
39,732747,Menos de 250k,Básico,Sin Experiencia,Presencial,10,Dentro del mercado,0,15
55,402327,Más de 1M,Básico,Específica,Remoto,6,Dentro del mercado,0,77
54,324005,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,1,78
28,607245,250k a 1M,Intermedio,Específica,Remoto,7,Dentro del mercado,0,84
38,111326,250k a 1M,Experto,General,Remoto,5,Dentro del mercado,0,83
40,529999,Menos de 250k,Básico,Específica,Presencial,4,Dentro del mercado,1,59
60,614064,Menos de 250k,Intermedio,General,Presencial,3,Por encima del mercado,1,54
49,575183,Más de 1M,Básico,General,Remoto,6,Dentro del mercado,1,90
17,634748,250k a 1M,Básico,Específica,Presencial,6,Dentro del mercado,0,71
47,195931,250k a 1M,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,0,58
33,869446,Menos de 250k,Básico,Específica,Remoto,8,Dentro del mercado,0,52
33,100828,Menos de 250k,Experto,General,Remoto,2,Dentro del mercado,1,77
55,998528,Más de 1M,Experto,Sin Experiencia,Presencial,6,Dentro del mercado,1,100
35,607128,250k a 1M,Básico,General,Presencial,8,Por debajo del mercado,1,57
42,225791,250k a 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,1,55
15,472910,250k a 1M,Básico,Específica,Presencial,9,Dentro del mercado,0,62
42,171820,Menos de 250k,Intermedio,General,Presencial,2,Por encima del mercado,1,43
24,580357,Más de 1M,Intermedio,Sin Experiencia,Remoto,4,Dentro del mercado,0,75
9,107544,Menos de 250k,Básico,Específica,Remoto,6,Por debajo del mercado,0,46
60,613554,250k a 1M,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,1,65
56,757843,Más de 1M,Experto,Sin Experiencia,Presencial,3,Dentro del mercado,1,100
21,274631,250k a 1M,Intermedio,Sin Experiencia,Presencial,4,Dentro del mercado,0,54
38,701257,Menos de 250k,Básico,General,Remoto,7,Por debajo del mercado,1,51
13,334413,250k a 1M,Experto,General,Presencial,8,Por debajo del mercado,0,71
49,500911,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,0,68
13,493509,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Dentro del mercado,0,67
10,636467,Menos de 250k,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,1,52
19,488848,Más de 1M,Básico,Sin Experiencia,Remoto,2,Por encima del mercado,1,69
20,532589,Menos de 250k,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,1,56
29,167548,250k a 1M,Intermedio,General,Remoto,9,Por debajo del mercado,1,71
52,874425,Más de 1M,Experto,General,Remoto,1,Por debajo del mercado,0,90
15,705868,250k a 1M,Básico,Específica,Remoto,10,Por debajo del mercado,1,85
54,401020,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,0,58
40,127255,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,0,46
46,580120,250k a 1M,Básico,General,Remoto,1,Por encima del mercado,0,44
18,406401,250k a 1M,Intermedio,Específica,Remoto,4,Dentro del mercado,1,100
29,594976,250k a 1M,Básico,Sin Experiencia,Remoto,4,Por encima del mercado,1,60
38,801359,Menos de 250k,Intermedio,General,Presencial,4,Dentro del mercado,1,70
38,142646,250k a 1M,Experto,General,Remoto,7,Dentro del mercado,0,79
44,863793,Menos de 250k,Experto,Específica,Presencial,8,Por encima del mercado,0,62
49,587700,Menos de 250k,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,0,31
17,214362,250k a 1M,Básico,Sin Experiencia,Presencial,5,Dentro del mercado,0,45
49,227146,Menos de 250k,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,1,27
18,651678,Más de 1M,Básico,Sin Experiencia,Presencial,7,Dentro del mercado,1,75
51,252515,Más de 1M,Básico,Sin Experiencia,Presencial,5,Por debajo del mercado,1,56
22,487487,250k a 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,0,37
28,635345,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,1,50
35,620647,250k a 1M,Intermedio,Específica,Remoto,2,Dentro del mercado,1,100
42,201643,250k a 1M,Básico,Específica,Remoto,5,Por encima del mercado,0,55
30,917587,250k a 1M,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,1,80
52,785187,Más de 1M,Experto,Específica,Remoto,8,Dentro del mercado,1,100
15,717475,Más de 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,1,93
34,524661,250k a 1M,Intermedio,Específica,Presencial,2,Dentro del mercado,1,90
57,882049,Más de 1M,Básico,Sin Experiencia,Presencial,1,Dentro del mercado,0,50
58,600885,Más de 1M,Intermedio,General,Presencial,10,Dentro del mercado,0,68
19,132681,250k a 1M,Experto,General,Remoto,5,Por debajo del mercado,0,78
21,375850,Menos de 250k,Intermedio,General,Remoto,2,Dentro del mercado,0,52
32,871480,250k a 1M,Experto,General,Presencial,8,Por encima del mercado,0,72
57,532410,Más de 1M,Experto,Sin Experiencia,Remoto,6,Por encima del mercado,0,79
60,717251,Menos de 250k,Experto,Sin Experiencia,Remoto,10,Por debajo del mercado,1,65
48,581830,Más de 1M,Experto,Sin Experiencia,Presencial,5,Dentro del mercado,0,82
25,658091,250k a 1M,Experto,Específica,Remoto,10,Dentro del mercado,0,94
53,676625,250k a 1M,Intermedio,Específica,Remoto,8,Por debajo del mercado,0,73
33,570852,Menos de 250k,Intermedio,General,Remoto,3,Dentro del mercado,1,73
47,369740,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,0,45
34,242716,Menos de 250k,Básico,Específica,Presencial,7,Dentro del mercado,1,51
43,114557,250k a 1M,Básico,General,Remoto,2,Dentro del mercado,0,47
18,269974,250k a 1M,Básico,Sin Experiencia,Presencial,3,Por encima del mercado,1,47
6,123998,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,1,77
50,979919,Más de 1M,Experto,Sin Experiencia,Presencial,9,Dentro del mercado,1,100
11,185906,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,1,77
