duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
17,688112,Menos de 250k,Intermedio,Sin Experiencia,Presencial,14,Por encima del mercado,88,1,35.12
6,1061727,250k a 1M,Básico,General,Presencial,10,Por debajo del mercado,35,0,21.17
7,304444,250k a 1M,Básico,General,Híbrido,13,Por debajo del mercado,74,0,10.66
14,653561,Más de 1M,Básico,General,Híbrido,5,Dentro del mercado,13,0,36.99
13,911291,250k a 1M,Básico,Específica,Híbrido,13,Por debajo del mercado,38,0,30.0
8,261837,250k a 1M,Experto,Específica,Remoto,10,Dentro del mercado,10,0,25.89
10,160017,250k a 1M,Básico,General,Híbrido,6,Por debajo del mercado,59,0,11.1
9,173618,Menos de 250k,Experto,General,Presencial,12,Dentro del mercado,95,0,20.43
18,509297,250k a 1M,Intermedio,Sin Experiencia,Presencial,10,Dentro del mercado,20,0,23.3
2,1223917,Más de 1M,Intermedio,Sin Experiencia,Presencial,8,Por debajo del mercado,83,0,35.13
5,1070154,Más de 1M,Intermedio,General,Remoto,5,Dentro del mercado,68,0,35.43
5,865862,Menos de 250k,Intermedio,General,Presencial,14,Por debajo del mercado,71,1,17.36
6,1829468,Menos de 250k,Intermedio,General,Presencial,11,Dentro del mercado,90,0,32.7
19,602076,Menos de 250k,Básico,General,Remoto,1,Por debajo del mercado,45,1,25.57
8,800865,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,65,0,18.99
16,491759,Más de 1M,Experto,General,Presencial,3,Dentro del mercado,99,0,46.3
13,1954354,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,30,1,50.67
1,932554,250k a 1M,Experto,Sin Experiencia,Presencial,13,Por encima del mercado,22,0,34.88
22,1662838,Más de 1M,Intermedio,Específica,Presencial,8,Por encima del mercado,18,1,74.11
20,943741,250k a 1M,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,20,0,31.57
17,590659,250k a 1M,Intermedio,General,Remoto,11,Dentro del mercado,84,0,23.66
7,1930092,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,79,0,35.08
13,472845,250k a 1M,Básico,Específica,Remoto,2,Dentro del mercado,10,1,23.41
4,756544,Menos de 250k,Intermedio,General,Presencial,6,Por debajo del mercado,79,0,14.84
4,374060,250k a 1M,Básico,Sin Experiencia,Híbrido,11,Por debajo del mercado,86,0,9.1
6,1696836,250k a 1M,Intermedio,General,Presencial,6,Por encima del mercado,95,0,40.71
19,1291835,Más de 1M,Experto,General,Remoto,10,Dentro del mercado,65,1,60.93
12,325128,250k a 1M,Básico,Específica,Híbrido,10,Dentro del mercado,40,0,20.32
22,869471,250k a 1M,Básico,Sin Experiencia,Presencial,14,Por debajo del mercado,95,0,32.19
7,659719,Menos de 250k,Básico,Específica,Presencial,11,Dentro del mercado,46,0,21.0
10,920123,250k a 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,56,1,37.52
19,895038,Menos de 250k,Intermedio,Específica,Presencial,14,Por debajo del mercado,87,0,34.97
7,1502408,Menos de 250k,Intermedio,General,Remoto,9,Por debajo del mercado,56,0,28.66
3,939097,250k a 1M,Experto,General,Presencial,11,Dentro del mercado,78,1,26.72
13,1728237,Más de 1M,Experto,General,Remoto,8,Dentro del mercado,67,1,62.27
13,1279720,Menos de 250k,Intermedio,General,Presencial,8,Por debajo del mercado,45,0,30.53
18,1909582,250k a 1M,Intermedio,General,Presencial,1,Dentro del mercado,41,1,44.34
20,300195,Más de 1M,Intermedio,General,Remoto,5,Por debajo del mercado,73,1,36.9
8,1242324,Menos de 250k,Intermedio,General,Presencial,7,Dentro del mercado,80,0,25.62
9,1502608,250k a 1M,Básico,General,Presencial,6,Por encima del mercado,51,1,40.4
7,82733,250k a 1M,Experto,Específica,Presencial,5,Dentro del mercado,57,0,22.33
1,1839616,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Por encima del mercado,83,1,38.51
3,576338,Menos de 250k,Básico,Específica,Presencial,3,Por encima del mercado,90,0,26.27
13,159996,Menos de 250k,Intermedio,General,Presencial,6,Dentro del mercado,39,0,13.71
17,608221,250k a 1M,Básico,Específica,Híbrido,5,Dentro del mercado,30,0,28.92
1,599239,250k a 1M,Básico,General,Presencial,8,Por encima del mercado,69,1,19.87
6,606701,Menos de 250k,Intermedio,General,Remoto,4,Por debajo del mercado,22,0,14.33
21,1264449,250k a 1M,Básico,Específica,Presencial,8,Por debajo del mercado,10,0,42.26
6,1809555,Menos de 250k,Intermedio,Sin Experiencia,Presencial,10,Por encima del mercado,74,0,42.4
12,1000417,250k a 1M,Intermedio,Específica,Híbrido,14,Dentro del mercado,42,0,30.47
13,949005,Menos de 250k,Básico,General,Presencial,2,Por debajo del mercado,47,0,25.56
13,1086580,Más de 1M,Experto,General,Híbrido,9,Dentro del mercado,34,0,52.63
15,483816,Menos de 250k,Básico,General,Presencial,13,Dentro del mercado,35,1,20.31
21,1811711,Menos de 250k,Intermedio,General,Remoto,9,Dentro del mercado,86,1,45.48
16,1320464,Menos de 250k,Intermedio,General,Remoto,14,Dentro del mercado,68,0,33.75
22,835332,Menos de 250k,Básico,Sin Experiencia,Híbrido,10,Dentro del mercado,42,1,31.68
21,1844029,Más de 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,50,0,60.97
11,817950,Más de 1M,Intermedio,Sin Experiencia,Remoto,13,Dentro del mercado,39,0,36.85
5,216472,Menos de 250k,Experto,Específica,Presencial,6,Dentro del mercado,66,0,22.6
4,447710,250k a 1M,Básico,Específica,Presencial,4,Dentro del mercado,58,0,15.2
3,261760,250k a 1M,Intermedio,General,Híbrido,4,Dentro del mercado,57,0,6.54
19,172744,Más de 1M,Intermedio,General,Presencial,13,Por debajo del mercado,81,0,34.12
20,1974439,250k a 1M,Experto,General,Presencial,6,Dentro del mercado,58,0,57.06
18,1828627,Menos de 250k,Intermedio,General,Remoto,5,Por encima del mercado,56,0,53.13
15,1600522,250k a 1M,Intermedio,Específica,Presencial,6,Por debajo del mercado,65,1,42.09
9,1141577,250k a 1M,Intermedio,Específica,Híbrido,7,Por debajo del mercado,74,1,29.98
17,641652,Menos de 250k,Intermedio,General,Remoto,7,Dentro del mercado,21,1,24.42
14,961420,250k a 1M,Experto,General,Remoto,9,Por encima del mercado,78,0,46.62
15,881460,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Por debajo del mercado,97,0,26.29
1,288506,250k a 1M,Intermedio,Específica,Presencial,13,Por debajo del mercado,15,1,10.2
21,803019,Menos de 250k,Experto,Sin Experiencia,Presencial,6,Por debajo del mercado,98,1,40.33
22,480789,250k a 1M,Experto,General,Remoto,12,Dentro del mercado,74,1,36.35
22,1754742,250k a 1M,Experto,General,Presencial,6,Por debajo del mercado,34,0,55.49
3,960775,250k a 1M,Intermedio,General,Remoto,14,Por debajo del mercado,10,0,17.04
16,1810574,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,41,1,41.12
23,1751165,250k a 1M,Intermedio,Específica,Remoto,1,Por encima del mercado,12,1,61.31
11,962727,250k a 1M,Intermedio,Sin Experiencia,Presencial,9,Dentro del mercado,58,0,24.03
12,549722,250k a 1M,Básico,General,Híbrido,9,Por debajo del mercado,28,1,18.69
10,1783693,250k a 1M,Intermedio,Sin Experiencia,Remoto,9,Dentro del mercado,69,1,35.49
16,608924,250k a 1M,Intermedio,General,Remoto,11,Por encima del mercado,38,0,33.06
8,1834033,Más de 1M,Básico,General,Presencial,8,Dentro del mercado,59,1,49.51
6,229352,Menos de 250k,Intermedio,General,Híbrido,13,Por encima del mercado,11,0,18.66
12,860694,Más de 1M,Intermedio,Sin Experiencia,Remoto,10,Por encima del mercado,82,1,48.37
21,1965443,250k a 1M,Experto,Sin Experiencia,Remoto,13,Por debajo del mercado,65,0,57.79
8,243283,Menos de 250k,Básico,General,Híbrido,3,Dentro del mercado,26,0,10.61
4,1022346,Menos de 250k,Básico,General,Presencial,1,Por debajo del mercado,69,0,18.84
8,965015,Menos de 250k,Intermedio,Específica,Remoto,11,Dentro del mercado,45,0,26.45
18,1548771,250k a 1M,Básico,Sin Experiencia,Híbrido,12,Por debajo del mercado,70,0,38.92
5,1868460,250k a 1M,Intermedio,General,Presencial,12,Por debajo del mercado,26,1,32.42
9,1048974,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Por encima del mercado,58,0,33.59
4,481413,250k a 1M,Básico,Sin Experiencia,Híbrido,7,Por debajo del mercado,85,0,10.71
22,1402564,250k a 1M,Intermedio,General,Remoto,13,Por encima del mercado,69,1,50.2
17,376898,Menos de 250k,Intermedio,General,Remoto,5,Por debajo del mercado,29,0,20.45
9,1001661,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,10,Por debajo del mercado,59,0,22.88
1,913561,250k a 1M,Experto,Sin Experiencia,Híbrido,7,Por encima del mercado,12,0,34.59
21,352186,Menos de 250k,Experto,Sin Experiencia,Presencial,10,Dentro del mercado,52,0,33.55
20,1160241,Menos de 250k,Intermedio,Específica,Presencial,4,Dentro del mercado,66,0,39.82
13,1345160,250k a 1M,Intermedio,Específica,Remoto,9,Por debajo del mercado,59,0,36.51
16,1215529,250k a 1M,Intermedio,Sin Experiencia,Remoto,11,Dentro del mercado,77,0,32.18
13,526072,Más de 1M,Experto,Sin Experiencia,Remoto,10,Dentro del mercado,90,0,44.21
14,1781312,Más de 1M,Intermedio,Específica,Remoto,14,Dentro del mercado,59,0,58.94
3,1076553,250k a 1M,Intermedio,Específica,Presencial,2,Dentro del mercado,46,0,23.78
6,1285202,250k a 1M,Experto,General,Remoto,9,Por encima del mercado,55,1,44.53
18,195271,250k a 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,51,1,18.59
19,168533,250k a 1M,Experto,Sin Experiencia,Remoto,5,Por encima del mercado,24,0,39.05
5,1018452,Menos de 250k,Básico,General,Remoto,11,Dentro del mercado,42,0,19.65
15,1696645,250k a 1M,Intermedio,General,Presencial,1,Dentro del mercado,89,0,38.53
2,1564542,Más de 1M,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,20,0,40.24
10,116262,Menos de 250k,Experto,General,Remoto,10,Por debajo del mercado,29,0,20.44
18,883032,250k a 1M,Experto,Sin Experiencia,Remoto,10,Por encima del mercado,33,1,48.92
13,126898,250k a 1M,Intermedio,General,Presencial,4,Por debajo del mercado,73,0,13.21
5,505699,Menos de 250k,Intermedio,General,Híbrido,9,Por debajo del mercado,89,0,11.95
23,1247945,Menos de 250k,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,74,1,38.75
1,604736,Menos de 250k,Experto,General,Híbrido,13,Por debajo del mercado,97,0,19.96
22,338316,Menos de 250k,Intermedio,General,Remoto,3,Por encima del mercado,97,0,34.21
1,1106233,Menos de 250k,Intermedio,Específica,Remoto,6,Por encima del mercado,82,0,32.49
18,527602,Más de 1M,Básico,General,Híbrido,13,Dentro del mercado,95,0,38.58
15,1879553,Menos de 250k,Intermedio,Sin Experiencia,Remoto,10,Por debajo del mercado,85,1,41.28
17,994189,250k a 1M,Intermedio,General,Remoto,6,Dentro del mercado,26,0,29.72
11,1089504,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,98,0,25.93
21,424999,Más de 1M,Básico,Específica,Remoto,2,Por encima del mercado,70,1,54.65
22,1782767,Menos de 250k,Experto,General,Presencial,10,Dentro del mercado,24,1,55.91
17,57906,250k a 1M,Básico,General,Presencial,10,Por debajo del mercado,60,0,15.65
13,1422133,Más de 1M,Intermedio,Sin Experiencia,Presencial,2,Dentro del mercado,36,1,47.67
1,1676892,Más de 1M,Experto,General,Presencial,7,Por encima del mercado,95,0,61.06
2,843719,Menos de 250k,Intermedio,Específica,Híbrido,2,Dentro del mercado,83,1,19.42
9,1394380,Más de 1M,Básico,Específica,Presencial,12,Dentro del mercado,70,1,48.78
3,1567550,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,67,1,26.16
1,896936,250k a 1M,Experto,Sin Experiencia,Híbrido,5,Dentro del mercado,40,0,24.35
21,765080,Menos de 250k,Intermedio,Específica,Remoto,4,Dentro del mercado,21,0,34.76
16,1725843,Menos de 250k,Experto,Específica,Presencial,7,Por debajo del mercado,55,0,54.84
23,84701,250k a 1M,Básico,Sin Experiencia,Remoto,8,Dentro del mercado,40,0,21.27
6,1181876,250k a 1M,Intermedio,General,Remoto,4,Por debajo del mercado,41,0,22.97
17,815537,250k a 1M,Intermedio,General,Remoto,1,Por debajo del mercado,41,0,27.04
5,1771610,250k a 1M,Experto,Específica,Remoto,1,Por debajo del mercado,62,0,45.96
5,133560,250k a 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,70,1,6.35
6,292615,Menos de 250k,Experto,Sin Experiencia,Remoto,11,Dentro del mercado,55,0,19.61
3,93642,250k a 1M,Intermedio,General,Presencial,1,Por debajo del mercado,94,0,4.02
21,567083,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,83,0,26.78
23,541036,250k a 1M,Básico,General,Presencial,4,Por encima del mercado,89,0,38.13
5,377304,250k a 1M,Experto,General,Híbrido,13,Dentro del mercado,16,0,20.02
21,1902610,Más de 1M,Básico,General,Presencial,14,Dentro del mercado,13,1,61.85
5,415464,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,61,0,10.59
10,663089,Menos de 250k,Básico,General,Híbrido,3,Dentro del mercado,98,1,18.66
10,1386651,Menos de 250k,Experto,Sin Experiencia,Remoto,14,Por debajo del mercado,40,1,39.53
19,1192953,Menos de 250k,Intermedio,General,Presencial,7,Por encima del mercado,84,1,44.44
17,1914200,Menos de 250k,Intermedio,Específica,Remoto,11,Por debajo del mercado,93,1,48.54
21,1931550,Más de 1M,Básico,General,Híbrido,8,Dentro del mercado,45,1,62.28
14,1927528,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Por debajo del mercado,63,0,41.13
9,376916,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,12,Dentro del mercado,63,0,13.49
14,1550554,250k a 1M,Experto,Sin Experiencia,Presencial,13,Dentro del mercado,26,0,45.47
1,362250,250k a 1M,Experto,General,Remoto,10,Dentro del mercado,84,1,16.31
19,655409,250k a 1M,Básico,General,Híbrido,13,Por debajo del mercado,39,0,26.37
13,1124135,Menos de 250k,Intermedio,General,Presencial,1,Dentro del mercado,31,0,28.19
13,942027,250k a 1M,Básico,Sin Experiencia,Remoto,8,Por encima del mercado,52,0,35.46
4,608030,Menos de 250k,Intermedio,Sin Experiencia,Presencial,10,Por encima del mercado,36,0,22.61
1,906101,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,46,0,14.48
17,1775690,Más de 1M,Intermedio,General,Remoto,8,Por debajo del mercado,55,1,56.46
8,1233620,Menos de 250k,Intermedio,Sin Experiencia,Remoto,12,Por encima del mercado,44,0,35.49
2,1955839,250k a 1M,Intermedio,General,Presencial,4,Dentro del mercado,13,0,31.12
8,1210793,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,89,1,25.15
7,1664737,Menos de 250k,Intermedio,Específica,Presencial,11,Por encima del mercado,89,0,46.1
2,942964,Más de 1M,Intermedio,Específica,Presencial,1,Por encima del mercado,94,0,45.91
22,453119,Menos de 250k,Básico,Sin Experiencia,Remoto,3,Dentro del mercado,35,1,25.94
22,708380,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Dentro del mercado,28,1,29.77
3,1926763,Más de 1M,Básico,General,Remoto,9,Por debajo del mercado,90,1,46.56
18,1970964,250k a 1M,Intermedio,Sin Experiencia,Remoto,2,Dentro del mercado,54,0,45.26
12,1185564,Más de 1M,Intermedio,General,Híbrido,11,Por debajo del mercado,35,1,43.25
1,619936,Menos de 250k,Intermedio,Específica,Remoto,1,Por debajo del mercado,31,0,15.18
22,175991,250k a 1M,Básico,General,Híbrido,10,Por debajo del mercado,67,1,21.77
12,452732,Menos de 250k,Intermedio,Específica,Remoto,3,Por debajo del mercado,72,0,22.24
5,556079,250k a 1M,Experto,General,Presencial,4,Dentro del mercado,37,0,22.7
17,576684,Más de 1M,Intermedio,Sin Experiencia,Presencial,11,Dentro del mercado,74,0,38.45
16,1182658,Menos de 250k,Intermedio,General,Remoto,5,Dentro del mercado,53,1,31.68
15,178322,250k a 1M,Intermedio,General,Presencial,3,Por debajo del mercado,52,0,15.72
23,706951,Menos de 250k,Básico,General,Presencial,13,Por encima del mercado,46,0,40.62
15,61303,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Por debajo del mercado,75,0,13.96
5,1260209,250k a 1M,Intermedio,Sin Experiencia,Remoto,11,Dentro del mercado,26,0,23.28
21,1432439,Más de 1M,Básico,Específica,Remoto,2,Por encima del mercado,49,1,69.78
14,1348266,250k a 1M,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,47,0,32.43
2,1059612,Menos de 250k,Básico,Específica,Presencial,7,Dentro del mercado,94,1,22.66
11,1882684,Menos de 250k,Intermedio,Específica,Remoto,9,Por encima del mercado,70,1,52.85
19,149616,Menos de 250k,Experto,General,Híbrido,10,Por debajo del mercado,18,0,28.77
7,960597,Menos de 250k,Básico,General,Remoto,2,Dentro del mercado,86,0,20.52
6,1184807,Menos de 250k,Intermedio,General,Híbrido,7,Dentro del mercado,84,0,23.02
2,319458,Más de 1M,Básico,Específica,Remoto,7,Por debajo del mercado,70,0,26.54
6,1118199,250k a 1M,Experto,Sin Experiencia,Remoto,11,Por encima del mercado,89,1,42.02
18,773035,250k a 1M,Básico,General,Presencial,7,Por encima del mercado,25,1,37.27
2,540042,Menos de 250k,Intermedio,General,Remoto,3,Dentro del mercado,11,0,9.85
18,508298,Más de 1M,Intermedio,General,Remoto,12,Por debajo del mercado,81,0,38.29
15,1097343,250k a 1M,Intermedio,General,Remoto,7,Por debajo del mercado,52,1,29.53
19,1575416,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,51,1,40.19
2,155228,250k a 1M,Intermedio,General,Remoto,10,Por debajo del mercado,86,0,4.07
20,476346,250k a 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,66,0,29.55
6,1805692,Menos de 250k,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,90,0,32.35
1,934056,250k a 1M,Básico,Específica,Presencial,2,Dentro del mercado,97,0,19.9
15,1780228,250k a 1M,Intermedio,General,Híbrido,9,Dentro del mercado,76,0,39.79
23,1996793,Menos de 250k,Básico,Específica,Presencial,7,Dentro del mercado,39,0,55.0
10,1619123,Más de 1M,Básico,General,Presencial,4,Por debajo del mercado,22,0,48.02
19,1971214,Más de 1M,Intermedio,General,Remoto,4,Por debajo del mercado,28,0,61.14
17,1167850,250k a 1M,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,16,0,42.33
5,1232117,250k a 1M,Intermedio,Específica,Remoto,5,Dentro del mercado,18,0,27.86
4,1152523,250k a 1M,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,92,0,20.79
10,1776470,250k a 1M,Básico,Específica,Remoto,12,Dentro del mercado,63,1,40.39
17,1293268,250k a 1M,Experto,Específica,Presencial,13,Por encima del mercado,95,1,59.21
10,98874,Menos de 250k,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,91,0,10.18
17,1672572,250k a 1M,Básico,Sin Experiencia,Híbrido,12,Por debajo del mercado,70,1,39.91
20,1173129,Más de 1M,Intermedio,General,Remoto,8,Por debajo del mercado,96,1,50.02
5,642632,250k a 1M,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,11,0,14.0
2,1934146,Menos de 250k,Intermedio,Específica,Remoto,14,Dentro del mercado,59,1,35.8
6,759662,250k a 1M,Básico,Sin Experiencia,Presencial,6,Por encima del mercado,84,0,26.63
21,621926,Menos de 250k,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,40,0,27.6
2,1176825,Menos de 250k,Experto,Específica,Presencial,9,Por encima del mercado,42,1,44.42
13,1990873,Menos de 250k,Básico,General,Híbrido,7,Por encima del mercado,87,0,51.22
11,577007,Menos de 250k,Intermedio,Específica,Presencial,9,Por debajo del mercado,89,0,23.23
11,728250,250k a 1M,Intermedio,General,Remoto,10,Dentro del mercado,20,0,20.51
16,520452,250k a 1M,Intermedio,General,Remoto,3,Dentro del mercado,42,0,21.73
11,1528301,Menos de 250k,Intermedio,General,Remoto,1,Por debajo del mercado,16,1,32.53
19,92534,Más de 1M,Básico,General,Presencial,5,Dentro del mercado,40,1,32.91
15,545518,Más de 1M,Intermedio,General,Híbrido,3,Dentro del mercado,57,0,36.24
23,666529,Más de 1M,Experto,General,Remoto,6,Por debajo del mercado,56,1,55.01
23,462003,Menos de 250k,Experto,General,Remoto,8,Dentro del mercado,87,0,36.94
16,176209,250k a 1M,Básico,Sin Experiencia,Presencial,11,Dentro del mercado,62,0,16.56
11,492061,Más de 1M,Básico,General,Remoto,13,Por debajo del mercado,89,1,31.96
22,1287580,250k a 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,28,1,48.48
16,666412,Menos de 250k,Intermedio,General,Presencial,5,Por debajo del mercado,90,0,23.93
8,1714523,Menos de 250k,Experto,Sin Experiencia,Presencial,5,Dentro del mercado,99,0,42.72
4,214134,250k a 1M,Básico,General,Híbrido,4,Por debajo del mercado,15,0,6.7
8,1174289,Más de 1M,Intermedio,General,Presencial,4,Por encima del mercado,58,1,49.6
4,1841199,250k a 1M,Intermedio,Sin Experiencia,Presencial,4,Dentro del mercado,82,1,31.14
3,538972,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,59,1,10.71
3,1027965,Menos de 250k,Intermedio,Sin Experiencia,Remoto,4,Dentro del mercado,90,1,18.05
18,1173994,250k a 1M,Básico,General,Presencial,5,Dentro del mercado,21,0,33.29
19,1034176,Más de 1M,Intermedio,Específica,Remoto,2,Dentro del mercado,32,1,52.06
19,1226808,Menos de 250k,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,63,0,34.95
21,570551,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,78,0,26.83
5,213038,Más de 1M,Experto,General,Presencial,2,Por debajo del mercado,68,1,32.55
18,1040049,Menos de 250k,Intermedio,General,Híbrido,6,Por debajo del mercado,45,0,31.28
10,980491,250k a 1M,Experto,Específica,Presencial,2,Dentro del mercado,12,0,38.43
22,1266959,Menos de 250k,Básico,General,Presencial,5,Dentro del mercado,67,0,38.17
21,1916583,250k a 1M,Intermedio,General,Remoto,4,Por debajo del mercado,97,0,47.06
6,1424572,250k a 1M,Experto,Sin Experiencia,Híbrido,12,Por encima del mercado,64,0,46.62
1,308722,250k a 1M,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,66,0,5.51
5,182079,250k a 1M,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,26,0,7.08
9,252053,Menos de 250k,Intermedio,Sin Experiencia,Presencial,13,Por debajo del mercado,48,0,11.61
12,650530,Más de 1M,Básico,General,Remoto,6,Por debajo del mercado,99,0,35.21
14,1277165,250k a 1M,Intermedio,General,Remoto,10,Por encima del mercado,77,0,41.36
2,1601814,Menos de 250k,Experto,General,Remoto,5,Por debajo del mercado,64,0,35.8
17,1127833,250k a 1M,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,54,0,31.73
14,530488,250k a 1M,Básico,Sin Experiencia,Presencial,12,Por debajo del mercado,85,0,20.14
13,485423,Menos de 250k,Intermedio,General,Presencial,3,Dentro del mercado,10,1,18.6
9,1242929,Más de 1M,Intermedio,Específica,Presencial,9,Por encima del mercado,30,0,56.5
15,373390,Más de 1M,Básico,Sin Experiencia,Presencial,14,Por debajo del mercado,92,0,33.65
22,313579,Menos de 250k,Intermedio,Específica,Remoto,1,Por encima del mercado,30,0,38.84
15,1328523,Más de 1M,Intermedio,General,Híbrido,5,Dentro del mercado,61,0,48.0
11,1330334,Menos de 250k,Intermedio,General,Híbrido,2,Dentro del mercado,91,0,29.55
16,1714221,Menos de 250k,Básico,General,Híbrido,4,Dentro del mercado,52,0,39.67
17,1256308,Menos de 250k,Intermedio,Sin Experiencia,Remoto,14,Por encima del mercado,61,1,43.66
4,1049701,Más de 1M,Básico,Sin Experiencia,Remoto,14,Por debajo del mercado,76,0,34.25
1,981011,250k a 1M,Básico,General,Presencial,11,Por debajo del mercado,53,0,15.61
8,1826531,Menos de 250k,Experto,General,Remoto,1,Por encima del mercado,41,0,54.4
17,1706671,250k a 1M,Intermedio,Específica,Remoto,3,Dentro del mercado,19,0,45.42
3,1537331,250k a 1M,Básico,General,Remoto,10,Por debajo del mercado,73,0,25.71
20,188563,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,88,0,20.22
15,833066,Más de 1M,Básico,General,Presencial,10,Dentro del mercado,78,1,40.56
15,1604623,Más de 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,77,1,52.15
22,755552,250k a 1M,Básico,General,Híbrido,4,Por debajo del mercado,37,1,30.48
14,376032,Más de 1M,Básico,General,Presencial,2,Dentro del mercado,62,0,32.82
23,647897,250k a 1M,Intermedio,Específica,Remoto,3,Por debajo del mercado,60,1,34.73
14,1894085,Más de 1M,Intermedio,General,Híbrido,9,Dentro del mercado,62,0,55.63
2,822800,250k a 1M,Intermedio,General,Remoto,3,Por encima del mercado,13,1,24.1
13,1352549,250k a 1M,Intermedio,General,Remoto,11,Dentro del mercado,88,0,31.63
14,1381673,Menos de 250k,Básico,Específica,Presencial,5,Por debajo del mercado,26,0,37.93
19,1475402,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por debajo del mercado,76,0,63.69
7,1612833,250k a 1M,Experto,Sin Experiencia,Híbrido,4,Dentro del mercado,83,0,40.32
3,1952897,Menos de 250k,Experto,Sin Experiencia,Remoto,12,Dentro del mercado,56,1,41.95
15,1777757,Menos de 250k,Experto,Sin Experiencia,Remoto,13,Por debajo del mercado,65,1,49.75
23,1529359,250k a 1M,Experto,General,Presencial,7,Dentro del mercado,32,0,52.98
14,1213950,250k a 1M,Intermedio,General,Presencial,14,Por debajo del mercado,27,0,30.41
11,599148,250k a 1M,Básico,General,Híbrido,7,Por debajo del mercado,10,0,18.57
15,726555,Más de 1M,Intermedio,Sin Experiencia,Presencial,12,Por debajo del mercado,44,0,38.96
13,651763,Menos de 250k,Intermedio,General,Remoto,3,Por debajo del mercado,73,1,21.1
18,534090,250k a 1M,Intermedio,General,Presencial,5,Por debajo del mercado,67,1,23.68
6,923698,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,68,0,19.1
3,726787,Más de 1M,Básico,General,Híbrido,10,Por encima del mercado,10,1,38.53
19,1985740,Más de 1M,Intermedio,General,Remoto,10,Dentro del mercado,12,1,61.36
15,1387803,250k a 1M,Experto,Sin Experiencia,Presencial,10,Por debajo del mercado,76,0,43.89
23,792406,250k a 1M,Intermedio,Sin Experiencia,Remoto,11,Por debajo del mercado,46,0,31.91
5,893804,Menos de 250k,Intermedio,Específica,Remoto,1,Por debajo del mercado,92,0,22.78
10,698074,250k a 1M,Básico,Específica,Remoto,5,Por debajo del mercado,38,0,24.18
7,1011568,Más de 1M,Intermedio,General,Híbrido,13,Dentro del mercado,98,0,36.28
17,1630677,250k a 1M,Experto,Sin Experiencia,Remoto,10,Dentro del mercado,42,1,49.28
7,1130174,Menos de 250k,Intermedio,General,Híbrido,9,Por debajo del mercado,70,0,23.07
22,1604510,250k a 1M,Intermedio,General,Remoto,1,Por debajo del mercado,99,0,43.24
12,1880815,Más de 1M,Intermedio,General,Presencial,1,Por debajo del mercado,13,1,53.69
