duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
23,1224083,Más de 1M,Experto,General,Híbrido,18,Por debajo del mercado,161,1,60.57
7,2490660,Más de 1M,Experto,General,Híbrido,1,Por debajo del mercado,24,0,56.38
26,2261887,Menos de 250k,Básico,Sin Experiencia,Presencial,15,Por encima del mercado,479,0,48.24
21,2076979,Menos de 250k,Experto,Sin Experiencia,Remoto,16,Dentro del mercado,62,1,54.63
7,1439324,Menos de 250k,Experto,Específica,Presencial,1,Por encima del mercado,433,0,68.13
12,500823,Más de 1M,Intermedio,General,Remoto,5,Dentro del mercado,223,0,35.45
4,1314048,250k a 1M,Experto,General,Remoto,15,Dentro del mercado,313,1,63.78
17,1726364,Más de 1M,Intermedio,General,Híbrido,9,Por encima del mercado,23,0,44.7
32,992495,250k a 1M,Experto,Sin Experiencia,Híbrido,8,Dentro del mercado,104,1,39.04
19,1132518,Más de 1M,Experto,General,Presencial,7,Por encima del mercado,7,0,46.79
31,2639965,250k a 1M,Intermedio,Sin Experiencia,Híbrido,7,Por debajo del mercado,7,0,41.86
2,56773,Menos de 250k,Experto,Sin Experiencia,Presencial,20,Por encima del mercado,395,1,47.42
2,449743,250k a 1M,Experto,General,Presencial,6,Dentro del mercado,319,0,48.57
7,2171686,Más de 1M,Intermedio,General,Remoto,18,Dentro del mercado,106,1,58.4
12,1414995,Más de 1M,Intermedio,Sin Experiencia,Híbrido,1,Dentro del mercado,4,0,25.02
9,2485297,250k a 1M,Básico,Específica,Híbrido,8,Dentro del mercado,340,0,61.05
29,2262429,Menos de 250k,Básico,Específica,Presencial,1,Por debajo del mercado,414,0,55.79
28,2281252,250k a 1M,Intermedio,Específica,Remoto,10,Dentro del mercado,118,1,63.85
32,1187380,Menos de 250k,Experto,Sin Experiencia,Presencial,18,Por encima del mercado,282,1,53.83
1,2182859,250k a 1M,Experto,Específica,Híbrido,6,Dentro del mercado,324,1,76.05
29,2747757,Más de 1M,Básico,General,Híbrido,3,Dentro del mercado,303,0,48.82
27,2609773,250k a 1M,Básico,General,Remoto,3,Por debajo del mercado,148,1,42.79
20,748355,250k a 1M,Básico,General,Remoto,19,Por encima del mercado,434,0,44.75
6,774797,250k a 1M,Experto,Sin Experiencia,Remoto,4,Por debajo del mercado,48,0,32.19
3,1123205,Más de 1M,Intermedio,General,Remoto,20,Por encima del mercado,156,1,50.91
26,627029,Más de 1M,Intermedio,Sin Experiencia,Remoto,19,Por encima del mercado,36,1,31.6
32,1797515,250k a 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,244,0,49.8
34,2266514,Más de 1M,Intermedio,General,Presencial,18,Dentro del mercado,16,1,56.65
7,1248257,Más de 1M,Básico,General,Presencial,20,Por debajo del mercado,194,0,43.3
23,464570,250k a 1M,Básico,General,Remoto,20,Dentro del mercado,85,0,32.2
24,2008402,Menos de 250k,Experto,Sin Experiencia,Remoto,14,Por debajo del mercado,121,1,54.21
17,1083543,250k a 1M,Básico,Sin Experiencia,Remoto,14,Por encima del mercado,452,0,34.9
36,2919841,Menos de 250k,Experto,General,Presencial,4,Por debajo del mercado,155,1,66.85
22,2934692,Menos de 250k,Experto,General,Presencial,13,Dentro del mercado,391,1,80.83
7,2754085,Más de 1M,Básico,Sin Experiencia,Presencial,3,Por debajo del mercado,154,1,34.41
29,1812015,250k a 1M,Intermedio,General,Presencial,20,Por debajo del mercado,59,1,54.89
9,2047239,250k a 1M,Intermedio,Sin Experiencia,Presencial,16,Por debajo del mercado,75,0,44.72
30,2530299,250k a 1M,Experto,Específica,Híbrido,9,Por debajo del mercado,110,1,75.35
32,594682,250k a 1M,Básico,Específica,Presencial,19,Por encima del mercado,165,0,45.15
24,1014068,Menos de 250k,Básico,Sin Experiencia,Híbrido,6,Por encima del mercado,19,0,15.21
21,1082898,Más de 1M,Intermedio,Específica,Híbrido,3,Por encima del mercado,441,1,56.31
29,818144,Más de 1M,Intermedio,General,Presencial,7,Dentro del mercado,199,1,39.4
6,792682,250k a 1M,Experto,Sin Experiencia,Híbrido,5,Por encima del mercado,460,0,45.48
9,1151409,250k a 1M,Básico,Sin Experiencia,Remoto,17,Por debajo del mercado,392,0,36.02
14,1600781,250k a 1M,Intermedio,General,Híbrido,6,Por debajo del mercado,441,0,53.74
4,2008671,Menos de 250k,Intermedio,Específica,Presencial,5,Por encima del mercado,314,1,63.26
30,1044306,Más de 1M,Experto,General,Híbrido,19,Dentro del mercado,307,0,63.9
26,2450752,Más de 1M,Experto,Sin Experiencia,Presencial,15,Por debajo del mercado,83,0,58.25
4,97217,Menos de 250k,Intermedio,General,Híbrido,5,Por debajo del mercado,212,0,31.08
5,687578,Más de 1M,Básico,Específica,Híbrido,2,Por debajo del mercado,475,0,42.63
28,1219120,Más de 1M,Experto,Sin Experiencia,Presencial,9,Dentro del mercado,322,1,48.6
19,2028797,Menos de 250k,Básico,General,Híbrido,3,Dentro del mercado,36,0,33.62
32,2854183,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,16,Por debajo del mercado,324,0,60.26
15,934688,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,7,Dentro del mercado,158,0,29.34
14,1383228,Menos de 250k,Básico,Específica,Híbrido,7,Por encima del mercado,183,1,44.57
4,285415,Menos de 250k,Básico,Sin Experiencia,Presencial,11,Por debajo del mercado,50,0,12.6
4,351809,Menos de 250k,Intermedio,General,Remoto,12,Por encima del mercado,458,1,46.26
14,2598884,Más de 1M,Básico,Sin Experiencia,Remoto,18,Por debajo del mercado,59,0,41.26
28,2007693,Menos de 250k,Experto,General,Remoto,1,Por encima del mercado,207,0,57.04
33,1789282,Más de 1M,Intermedio,General,Presencial,1,Por debajo del mercado,75,0,40.89
32,794807,Más de 1M,Experto,Específica,Remoto,13,Por debajo del mercado,343,0,67.99
34,298845,Menos de 250k,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,486,0,19.07
13,1684589,Más de 1M,Básico,Sin Experiencia,Híbrido,10,Por debajo del mercado,494,1,39.17
29,152808,Menos de 250k,Básico,Sin Experiencia,Presencial,13,Por debajo del mercado,140,0,15.48
24,2996336,Menos de 250k,Intermedio,Sin Experiencia,Presencial,19,Por encima del mercado,297,0,63.12
27,2090597,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,17,Dentro del mercado,138,0,47.8
21,548898,Menos de 250k,Intermedio,Específica,Presencial,9,Dentro del mercado,37,1,43.35
27,2333618,Más de 1M,Básico,Específica,Presencial,5,Dentro del mercado,249,0,54.56
16,893563,Más de 1M,Experto,Específica,Presencial,17,Dentro del mercado,262,1,69.55
14,90687,Menos de 250k,Básico,Sin Experiencia,Remoto,18,Por debajo del mercado,105,0,17.56
27,447527,250k a 1M,Básico,Sin Experiencia,Presencial,5,Por debajo del mercado,325,0,17.98
10,1597068,250k a 1M,Experto,Sin Experiencia,Remoto,12,Por debajo del mercado,154,0,49.59
4,216767,Menos de 250k,Intermedio,Específica,Presencial,6,Por debajo del mercado,286,1,45.25
29,2997875,250k a 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,300,1,45.73
27,1852307,Más de 1M,Intermedio,Sin Experiencia,Remoto,12,Dentro del mercado,69,1,39.59
22,1610418,Más de 1M,Básico,Específica,Presencial,12,Por encima del mercado,370,1,56.2
12,1161514,250k a 1M,Básico,Específica,Híbrido,8,Dentro del mercado,469,1,51.69
31,2138493,250k a 1M,Básico,Sin Experiencia,Híbrido,16,Dentro del mercado,403,0,45.47
2,2397592,Menos de 250k,Básico,Sin Experiencia,Presencial,17,Por encima del mercado,168,0,41.77
13,2974359,250k a 1M,Básico,Sin Experiencia,Híbrido,9,Dentro del mercado,57,0,38.2
10,1737234,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Dentro del mercado,113,0,26.76
29,1237686,Más de 1M,Básico,General,Presencial,18,Por debajo del mercado,323,0,45.57
32,1520969,250k a 1M,Experto,Específica,Remoto,20,Por debajo del mercado,195,1,76.06
2,1692082,250k a 1M,Intermedio,Sin Experiencia,Remoto,14,Por encima del mercado,207,0,43.63
17,542198,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,411,0,30.0
18,2622932,250k a 1M,Básico,Sin Experiencia,Presencial,16,Por encima del mercado,77,1,40.54
35,1293753,250k a 1M,Básico,Específica,Híbrido,12,Por debajo del mercado,83,1,44.43
9,2267797,Más de 1M,Intermedio,Específica,Remoto,7,Dentro del mercado,451,1,71.46
14,817752,Menos de 250k,Básico,Sin Experiencia,Presencial,1,Por debajo del mercado,272,1,17.09
3,1457199,Más de 1M,Intermedio,General,Remoto,17,Por encima del mercado,78,1,49.66
16,26254,Menos de 250k,Intermedio,General,Presencial,6,Dentro del mercado,243,0,32.05
24,1257730,Menos de 250k,Experto,Sin Experiencia,Presencial,16,Por debajo del mercado,106,1,47.76
27,2248959,Menos de 250k,Experto,General,Presencial,10,Por debajo del mercado,296,0,68.87
33,107760,250k a 1M,Experto,Sin Experiencia,Híbrido,9,Dentro del mercado,232,0,34.79
19,641923,250k a 1M,Básico,General,Híbrido,12,Dentro del mercado,237,0,32.53
33,2224309,Más de 1M,Experto,Sin Experiencia,Híbrido,2,Por debajo del mercado,411,1,56.07
12,2166349,Menos de 250k,Experto,General,Presencial,18,Por encima del mercado,12,1,65.52
31,1655656,Menos de 250k,Intermedio,Sin Experiencia,Remoto,9,Por encima del mercado,209,0,39.58
27,2866228,Menos de 250k,Básico,Específica,Presencial,19,Por encima del mercado,263,1,70.8
32,379209,250k a 1M,Experto,General,Remoto,8,Dentro del mercado,417,0,52.3
23,1115793,Menos de 250k,Básico,General,Híbrido,12,Por encima del mercado,440,1,43.36
8,1091964,Más de 1M,Intermedio,Específica,Remoto,17,Dentro del mercado,324,0,63.39
2,29378,Menos de 250k,Básico,Específica,Remoto,16,Por debajo del mercado,121,0,35.92
6,2136090,Menos de 250k,Experto,Sin Experiencia,Presencial,14,Dentro del mercado,339,0,62.03
31,1383389,250k a 1M,Experto,General,Presencial,13,Dentro del mercado,468,0,67.62
17,1821666,250k a 1M,Básico,Específica,Presencial,3,Dentro del mercado,480,0,54.87
34,1338717,Menos de 250k,Básico,Sin Experiencia,Presencial,20,Dentro del mercado,398,0,40.33
12,987185,250k a 1M,Intermedio,Sin Experiencia,Híbrido,11,Dentro del mercado,147,0,32.53
16,2964526,250k a 1M,Intermedio,General,Híbrido,9,Por encima del mercado,48,1,57.84
34,132164,Menos de 250k,Intermedio,Específica,Presencial,14,Por debajo del mercado,143,0,46.11
35,982086,Más de 1M,Experto,Sin Experiencia,Remoto,8,Por debajo del mercado,197,0,41.73
14,2546878,Menos de 250k,Experto,Sin Experiencia,Remoto,3,Por debajo del mercado,76,1,50.0
13,2829683,Menos de 250k,Experto,Específica,Remoto,11,Por encima del mercado,287,1,85.16
3,1954654,250k a 1M,Experto,Específica,Remoto,11,Dentro del mercado,474,0,82.02
6,1062013,250k a 1M,Experto,General,Remoto,19,Por debajo del mercado,147,0,59.28
25,2964782,250k a 1M,Experto,Sin Experiencia,Remoto,17,Por debajo del mercado,345,1,72.75
33,192904,250k a 1M,Intermedio,General,Híbrido,13,Por debajo del mercado,100,0,34.68
21,2218677,250k a 1M,Básico,General,Híbrido,1,Por debajo del mercado,166,1,37.92
21,1502154,250k a 1M,Experto,Sin Experiencia,Híbrido,10,Por debajo del mercado,140,1,46.72
7,2731375,Menos de 250k,Intermedio,General,Presencial,15,Por encima del mercado,145,1,62.91
23,2585851,250k a 1M,Básico,Específica,Presencial,11,Por encima del mercado,29,0,54.98
12,492525,Menos de 250k,Básico,Sin Experiencia,Híbrido,13,Por encima del mercado,268,1,22.72
26,599506,Más de 1M,Básico,Específica,Híbrido,10,Dentro del mercado,269,0,41.57
13,340996,Más de 1M,Básico,Específica,Híbrido,17,Por encima del mercado,150,0,40.66
22,1245955,250k a 1M,Experto,Específica,Híbrido,17,Dentro del mercado,367,0,76.22
22,2858855,Más de 1M,Intermedio,Sin Experiencia,Remoto,20,Por encima del mercado,105,1,56.74
6,2987251,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,107,1,47.58
10,898323,Más de 1M,Intermedio,General,Remoto,15,Por encima del mercado,469,1,54.3
23,506781,Más de 1M,Experto,General,Presencial,12,Por encima del mercado,83,0,46.56
32,1825258,Más de 1M,Intermedio,General,Híbrido,17,Dentro del mercado,174,0,56.22
6,1229373,Más de 1M,Básico,General,Híbrido,7,Por debajo del mercado,88,0,30.18
9,2212152,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Por encima del mercado,2,0,32.93
23,122713,250k a 1M,Experto,Específica,Híbrido,6,Por encima del mercado,433,1,58.72
33,1675558,250k a 1M,Básico,Específica,Remoto,1,Por debajo del mercado,238,0,44.65
13,993984,250k a 1M,Intermedio,General,Remoto,16,Por debajo del mercado,38,1,43.08
35,2565363,Menos de 250k,Experto,Específica,Presencial,11,Por debajo del mercado,228,0,80.74
4,2900413,Menos de 250k,Básico,Específica,Presencial,9,Dentro del mercado,292,1,64.51
33,2782188,Menos de 250k,Básico,Sin Experiencia,Presencial,12,Por debajo del mercado,202,1,42.88
12,1500475,Menos de 250k,Básico,Específica,Remoto,6,Por encima del mercado,245,0,46.85
36,1290177,250k a 1M,Básico,Sin Experiencia,Presencial,19,Dentro del mercado,178,1,32.49
26,2337889,Más de 1M,Básico,Sin Experiencia,Presencial,8,Por debajo del mercado,430,1,42.28
27,545011,Menos de 250k,Experto,Sin Experiencia,Remoto,19,Por encima del mercado,239,1,46.87
15,2079975,Menos de 250k,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,191,0,41.03
18,584031,Más de 1M,Experto,Específica,Presencial,5,Por debajo del mercado,493,0,64.38
24,235196,250k a 1M,Básico,Sin Experiencia,Híbrido,10,Dentro del mercado,320,0,19.45
31,2419781,Más de 1M,Básico,Sin Experiencia,Remoto,19,Dentro del mercado,448,1,51.89
27,1961541,Más de 1M,Experto,Sin Experiencia,Híbrido,11,Dentro del mercado,176,0,53.15
21,2629436,Menos de 250k,Básico,General,Presencial,4,Por encima del mercado,50,1,40.79
26,2938682,250k a 1M,Experto,General,Presencial,19,Por encima del mercado,113,1,77.03
28,1113065,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,209,1,41.15
34,2657287,Menos de 250k,Intermedio,General,Híbrido,16,Por debajo del mercado,72,0,60.73
11,71799,Más de 1M,Experto,Sin Experiencia,Híbrido,3,Dentro del mercado,331,0,32.9
14,2988103,Menos de 250k,Intermedio,General,Híbrido,10,Por encima del mercado,356,1,68.06
23,2026685,Menos de 250k,Básico,Específica,Presencial,13,Por encima del mercado,167,1,55.03
29,2452529,Menos de 250k,Básico,General,Presencial,15,Por debajo del mercado,175,1,51.03
6,2367615,250k a 1M,Experto,General,Remoto,1,Dentro del mercado,127,1,58.24
22,2376344,Más de 1M,Básico,General,Presencial,14,Dentro del mercado,489,0,58.93
35,176911,250k a 1M,Experto,General,Híbrido,14,Por encima del mercado,232,0,49.23
29,1116238,250k a 1M,Experto,Sin Experiencia,Híbrido,19,Por encima del mercado,238,0,52.55
21,138818,250k a 1M,Básico,Específica,Remoto,19,Dentro del mercado,324,1,45.36
25,2080643,Menos de 250k,Experto,Sin Experiencia,Presencial,14,Dentro del mercado,386,0,62.89
23,1871594,Más de 1M,Intermedio,General,Presencial,19,Por debajo del mercado,459,1,66.74
21,1301653,Menos de 250k,Experto,General,Presencial,5,Dentro del mercado,46,0,48.15
25,535015,Más de 1M,Intermedio,Específica,Remoto,7,Por debajo del mercado,497,1,55.51
31,55616,Menos de 250k,Experto,Específica,Remoto,9,Dentro del mercado,420,0,59.91
34,1283174,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,270,1,43.93
36,1974708,250k a 1M,Experto,Sin Experiencia,Remoto,18,Por debajo del mercado,133,1,57.24
5,2778017,Más de 1M,Intermedio,General,Remoto,10,Por debajo del mercado,390,1,66.98
26,1672731,250k a 1M,Intermedio,General,Híbrido,2,Dentro del mercado,282,0,46.69
13,2074429,Más de 1M,Básico,Sin Experiencia,Presencial,14,Por debajo del mercado,186,0,36.82
19,2047818,250k a 1M,Intermedio,Sin Experiencia,Híbrido,19,Por debajo del mercado,267,1,52.74
17,715803,Más de 1M,Experto,General,Presencial,2,Dentro del mercado,452,1,52.22
21,1729525,Más de 1M,Intermedio,General,Presencial,20,Por debajo del mercado,407,1,64.51
13,2494168,Menos de 250k,Experto,General,Remoto,12,Por debajo del mercado,338,1,74.08
16,2713221,Menos de 250k,Básico,Específica,Remoto,3,Dentro del mercado,249,1,56.85
3,1406249,Menos de 250k,Básico,General,Híbrido,19,Dentro del mercado,279,0,46.68
12,192887,250k a 1M,Básico,General,Híbrido,15,Por encima del mercado,130,1,27.08
24,829467,Menos de 250k,Básico,Sin Experiencia,Híbrido,4,Por debajo del mercado,363,0,22.18
18,2488589,250k a 1M,Básico,General,Híbrido,20,Dentro del mercado,495,1,64.74
23,2486952,Menos de 250k,Experto,General,Remoto,1,Por debajo del mercado,380,0,67.02
2,740391,Más de 1M,Básico,General,Presencial,9,Por debajo del mercado,42,0,25.41
11,2474916,Más de 1M,Intermedio,General,Presencial,16,Por encima del mercado,412,1,69.11
33,897213,Más de 1M,Intermedio,Específica,Presencial,7,Por encima del mercado,372,1,55.38
9,2124412,Más de 1M,Experto,Sin Experiencia,Presencial,17,Por debajo del mercado,109,0,57.26
24,1530157,Menos de 250k,Básico,Específica,Presencial,12,Por debajo del mercado,87,1,46.91
23,545301,Menos de 250k,Básico,Específica,Remoto,9,Por encima del mercado,106,1,35.38
3,1874195,Más de 1M,Básico,General,Híbrido,11,Por encima del mercado,447,0,50.4
8,1937787,250k a 1M,Básico,Sin Experiencia,Híbrido,16,Dentro del mercado,26,1,32.16
3,2120448,Más de 1M,Intermedio,Específica,Remoto,5,Por debajo del mercado,22,1,55.61
26,2738089,250k a 1M,Intermedio,Sin Experiencia,Presencial,13,Por encima del mercado,346,1,57.51
12,1501607,Menos de 250k,Experto,General,Presencial,14,Por encima del mercado,282,0,63.98
17,2957206,Más de 1M,Básico,General,Presencial,12,Dentro del mercado,25,1,49.32
6,968481,Más de 1M,Intermedio,Sin Experiencia,Remoto,13,Dentro del mercado,291,1,38.16
9,681818,Más de 1M,Intermedio,Específica,Presencial,11,Por debajo del mercado,457,0,58.78
31,2189326,Menos de 250k,Básico,General,Híbrido,6,Dentro del mercado,331,1,46.32
12,1028082,Menos de 250k,Experto,Específica,Híbrido,15,Por debajo del mercado,426,0,74.31
35,321862,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,165,0,13.42
23,687052,250k a 1M,Experto,Sin Experiencia,Presencial,10,Por debajo del mercado,107,0,37.58
16,1728726,Más de 1M,Básico,Sin Experiencia,Híbrido,4,Por debajo del mercado,287,0,28.9
11,978014,Menos de 250k,Experto,General,Presencial,3,Por encima del mercado,51,1,43.56
34,693709,Menos de 250k,Básico,Específica,Presencial,10,Por encima del mercado,308,1,43.68
32,1633909,Más de 1M,Intermedio,Sin Experiencia,Remoto,14,Dentro del mercado,363,0,47.73
28,1708414,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,7,Por debajo del mercado,58,1,34.07
36,1507029,Menos de 250k,Básico,General,Remoto,14,Por encima del mercado,238,0,42.71
1,1525678,Más de 1M,Intermedio,Específica,Remoto,20,Dentro del mercado,140,0,64.46
6,373231,250k a 1M,Experto,Específica,Híbrido,7,Por encima del mercado,14,1,49.4
10,366080,Más de 1M,Experto,General,Remoto,12,Por encima del mercado,147,0,47.07
9,1160007,Más de 1M,Intermedio,Específica,Híbrido,16,Por encima del mercado,24,0,54.32
13,1615060,Menos de 250k,Básico,Específica,Remoto,12,Dentro del mercado,191,1,50.88
23,1631549,Más de 1M,Intermedio,General,Presencial,9,Por encima del mercado,43,1,44.36
31,307474,Más de 1M,Experto,Sin Experiencia,Presencial,7,Dentro del mercado,242,0,35.58
6,2750865,250k a 1M,Básico,General,Remoto,2,Dentro del mercado,342,1,49.27
34,1531158,Menos de 250k,Experto,Sin Experiencia,Presencial,3,Por debajo del mercado,453,1,51.15
6,1336528,250k a 1M,Básico,Sin Experiencia,Remoto,8,Por debajo del mercado,37,0,20.48
27,154200,Menos de 250k,Experto,General,Remoto,6,Dentro del mercado,56,0,37.72
23,490313,Más de 1M,Experto,Sin Experiencia,Presencial,5,Por encima del mercado,313,1,38.04
8,1434160,250k a 1M,Experto,General,Remoto,20,Por debajo del mercado,370,1,70.44
22,2832412,250k a 1M,Experto,General,Presencial,6,Dentro del mercado,303,1,71.91
2,1141109,250k a 1M,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,370,0,47.76
30,2444614,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,16,Dentro del mercado,102,0,49.51
4,2023013,Menos de 250k,Básico,General,Presencial,11,Dentro del mercado,30,1,39.38
4,287709,250k a 1M,Básico,Sin Experiencia,Híbrido,6,Dentro del mercado,439,0,20.55
24,2897850,Menos de 250k,Intermedio,General,Híbrido,5,Por encima del mercado,317,0,62.24
34,1877069,250k a 1M,Básico,Sin Experiencia,Presencial,9,Por debajo del mercado,393,0,37.31
28,106187,250k a 1M,Experto,General,Híbrido,16,Por encima del mercado,81,0,45.49
4,1328547,Menos de 250k,Básico,General,Presencial,12,Por debajo del mercado,77,1,34.6
30,382754,Más de 1M,Experto,Específica,Remoto,3,Por encima del mercado,458,1,59.82
26,421028,Menos de 250k,Básico,General,Remoto,14,Por debajo del mercado,331,0,34.64
31,2027657,250k a 1M,Intermedio,Sin Experiencia,Remoto,13,Por debajo del mercado,301,1,49.06
23,2329919,Más de 1M,Intermedio,Específica,Remoto,3,Por encima del mercado,419,0,68.12
15,326361,250k a 1M,Experto,General,Híbrido,1,Por debajo del mercado,88,0,36.65
33,2948370,250k a 1M,Básico,General,Remoto,8,Dentro del mercado,432,1,58.44
18,2044537,250k a 1M,Intermedio,Sin Experiencia,Híbrido,15,Por encima del mercado,427,0,54.51
2,1735512,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por encima del mercado,440,0,45.81
12,2991971,Menos de 250k,Básico,Sin Experiencia,Híbrido,13,Por debajo del mercado,456,1,53.35
4,2790779,Más de 1M,Básico,Sin Experiencia,Remoto,12,Por debajo del mercado,35,0,37.96
28,234153,Menos de 250k,Básico,Específica,Híbrido,18,Por encima del mercado,92,0,38.6
8,353421,Más de 1M,Intermedio,Sin Experiencia,Híbrido,13,Por debajo del mercado,9,1,23.55
6,1658727,Más de 1M,Intermedio,Específica,Presencial,15,Por encima del mercado,81,0,60.27
25,73237,250k a 1M,Experto,Específica,Presencial,7,Por debajo del mercado,21,1,46.61
32,975864,Más de 1M,Intermedio,General,Híbrido,5,Por debajo del mercado,304,1,42.63
2,1776430,Más de 1M,Intermedio,Específica,Presencial,13,Por debajo del mercado,245,1,64.86
4,1250565,Menos de 250k,Experto,General,Híbrido,3,Por encima del mercado,222,0,51.42
34,1883285,Más de 1M,Básico,General,Híbrido,6,Por debajo del mercado,331,1,43.26
4,2516254,Más de 1M,Intermedio,Sin Experiencia,Remoto,12,Por debajo del mercado,26,1,44.94
18,2364260,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,195,0,43.24
5,1694216,250k a 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,255,0,49.09
16,404037,Más de 1M,Básico,Sin Experiencia,Remoto,13,Dentro del mercado,228,0,20.63
14,860928,Más de 1M,Experto,Específica,Presencial,9,Por debajo del mercado,355,1,66.01
11,2035149,Menos de 250k,Experto,General,Presencial,17,Por debajo del mercado,76,1,65.38
28,1195867,250k a 1M,Experto,General,Híbrido,18,Dentro del mercado,499,1,70.43
15,1640577,250k a 1M,Experto,Sin Experiencia,Remoto,1,Por encima del mercado,390,0,48.86
36,1802302,250k a 1M,Experto,Específica,Remoto,16,Por encima del mercado,408,1,82.26
28,1587655,250k a 1M,Intermedio,Sin Experiencia,Presencial,15,Por encima del mercado,342,0,47.39
28,681036,Más de 1M,Experto,Sin Experiencia,Presencial,12,Por debajo del mercado,225,1,42.56
22,951343,Menos de 250k,Intermedio,Específica,Híbrido,17,Dentro del mercado,380,0,63.66
23,2272980,Menos de 250k,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,377,1,55.54
27,2232779,250k a 1M,Intermedio,Específica,Presencial,4,Dentro del mercado,123,0,59.02
20,2547452,Más de 1M,Experto,General,Remoto,20,Dentro del mercado,356,1,81.15
31,515603,Menos de 250k,Intermedio,General,Híbrido,20,Por debajo del mercado,295,1,49.01
21,1510692,250k a 1M,Intermedio,Sin Experiencia,Híbrido,16,Por encima del mercado,282,0,45.57
16,1401015,Más de 1M,Experto,General,Presencial,6,Dentro del mercado,310,1,57.81
32,2602912,Menos de 250k,Experto,General,Presencial,12,Por encima del mercado,428,1,77.87
31,80315,250k a 1M,Experto,Específica,Remoto,17,Dentro del mercado,85,0,56.1
26,81756,Menos de 250k,Experto,Específica,Remoto,7,Dentro del mercado,236,1,53.15
36,2477226,Menos de 250k,Intermedio,Sin Experiencia,Presencial,14,Dentro del mercado,58,0,47.01
25,2034695,Menos de 250k,Intermedio,General,Híbrido,2,Por encima del mercado,489,0,56.52
9,2835956,250k a 1M,Experto,Específica,Remoto,10,Dentro del mercado,354,1,86.48
29,2068647,250k a 1M,Experto,General,Remoto,20,Dentro del mercado,281,1,74.12
25,503365,Menos de 250k,Básico,General,Híbrido,5,Por debajo del mercado,419,1,31.35
31,993327,250k a 1M,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,460,0,34.48
22,281733,Más de 1M,Experto,Específica,Híbrido,9,Dentro del mercado,287,0,58.18
27,2840076,Más de 1M,Básico,Sin Experiencia,Presencial,10,Dentro del mercado,349,1,46.37
3,1823136,Más de 1M,Básico,General,Híbrido,5,Por encima del mercado,93,1,34.77
1,519123,Menos de 250k,Básico,Sin Experiencia,Remoto,1,Por debajo del mercado,69,0,8.01
9,2184435,Más de 1M,Intermedio,Sin Experiencia,Híbrido,2,Por encima del mercado,459,1,47.11
12,2567090,Más de 1M,Experto,Sin Experiencia,Híbrido,20,Por debajo del mercado,286,1,69.25
34,1068409,250k a 1M,Experto,Sin Experiencia,Híbrido,19,Por encima del mercado,297,1,53.84
23,361177,250k a 1M,Básico,General,Presencial,14,Por encima del mercado,341,0,34.34
24,628202,Más de 1M,Básico,General,Presencial,2,Por encima del mercado,261,1,25.61
4,607574,Menos de 250k,Experto,Sin Experiencia,Híbrido,20,Por encima del mercado,445,0,54.43
3,2302292,Menos de 250k,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,202,0,30.58
24,1675078,250k a 1M,Básico,Específica,Remoto,19,Dentro del mercado,20,1,51.6
22,2415107,Más de 1M,Básico,General,Híbrido,11,Dentro del mercado,127,0,46.21
12,159397,Más de 1M,Intermedio,Sin Experiencia,Presencial,14,Por encima del mercado,241,0,29.32
16,2865498,250k a 1M,Básico,General,Presencial,1,Por debajo del mercado,454,0,53.02
14,2192939,250k a 1M,Experto,Específica,Remoto,15,Por debajo del mercado,413,1,85.57
30,1797415,250k a 1M,Intermedio,Sin Experiencia,Presencial,10,Por debajo del mercado,172,1,40.63
1,1655788,Menos de 250k,Intermedio,Sin Experiencia,Presencial,13,Por debajo del mercado,340,0,46.51
25,619251,250k a 1M,Básico,General,Presencial,16,Por debajo del mercado,297,1,37.1
5,128534,Menos de 250k,Intermedio,General,Híbrido,16,Por encima del mercado,333,1,43.28
26,2871760,Más de 1M,Intermedio,Sin Experiencia,Presencial,16,Por encima del mercado,168,1,55.76
