duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
36,848160,Menos de 250k,Básico,Generalista,Presencial,1,Bajo,1,60.0
27,77258,Entre 250k y 1M,Experto,Generalista,Remoto,11,Bajo,1,70.0
15,753474,Menos de 250k,Alto,Generalista,Híbrido,9,Bajo,1,50.0
1,824698,Entre 250k y 1M,Básico,Específica,Presencial,3,Alto,1,60.0
7,543343,Más de 1M,Básico,Específica,Remoto,15,Alto,0,75.0
10,874741,Más de 1M,Experto,Específica,Presencial,10,Alto,1,95.0
31,763843,Entre 250k y 1M,Básico,Generalista,Híbrido,18,Dentro del mercado,0,60.0
1,234473,Más de 1M,Básico,Específica,Presencial,1,Alto,1,65.0
24,302689,Más de 1M,Básico,Específica,Presencial,19,Dentro del mercado,0,75.0
25,818507,Más de 1M,Experto,Generalista,Remoto,5,Dentro del mercado,1,100.0
11,79459,Entre 250k y 1M,Básico,Generalista,Remoto,16,Dentro del mercado,0,60.0
15,69473,Más de 1M,Alto,Específica,Presencial,4,Bajo,0,65.0
36,575413,Menos de 250k,Experto,Específica,Remoto,17,Alto,1,80.0
33,843039,Menos de 250k,Básico,Generalista,Híbrido,10,Dentro del mercado,1,60.0
11,471418,Entre 250k y 1M,Alto,Generalista,Híbrido,18,Bajo,1,40.0
17,439808,Entre 250k y 1M,Experto,Específica,Híbrido,18,Bajo,1,60.0
15,416555,Menos de 250k,Alto,Generalista,Híbrido,2,Dentro del mercado,1,50.0
13,287441,Más de 1M,Alto,Generalista,Presencial,7,Bajo,0,65.0
15,607343,Entre 250k y 1M,Alto,Generalista,Presencial,15,Dentro del mercado,0,70.0
24,207622,Entre 250k y 1M,Básico,Generalista,Híbrido,6,Dentro del mercado,1,50.0
27,876766,Entre 250k y 1M,Alto,Específica,Presencial,9,Dentro del mercado,0,70.0
32,565182,Más de 1M,Alto,Generalista,Remoto,7,Alto,1,75.0
10,649004,Menos de 250k,Básico,Generalista,Remoto,16,Alto,0,60.0
15,902102,Menos de 250k,Experto,Específica,Híbrido,1,Bajo,0,70.0
18,404653,Entre 250k y 1M,Básico,Generalista,Presencial,8,Dentro del mercado,1,60.0
3,950040,Más de 1M,Alto,Específica,Presencial,2,Alto,0,75.0
36,527570,Entre 250k y 1M,Alto,Generalista,Híbrido,13,Dentro del mercado,0,60.0
15,682289,Más de 1M,Alto,Específica,Remoto,5,Dentro del mercado,0,85.0
27,561639,Menos de 250k,Experto,Específica,Híbrido,1,Bajo,1,70.0
33,628451,Menos de 250k,Experto,Específica,Híbrido,4,Alto,0,70.0
6,38163,Entre 250k y 1M,Básico,Generalista,Presencial,5,Dentro del mercado,1,60.0
35,193084,Más de 1M,Alto,Específica,Híbrido,10,Alto,0,55.0
8,756449,Más de 1M,Alto,Generalista,Presencial,10,Alto,1,75.0
35,574259,Menos de 250k,Básico,Generalista,Remoto,14,Dentro del mercado,0,70.0
28,679248,Menos de 250k,Básico,Generalista,Remoto,3,Bajo,0,60.0
7,621092,Más de 1M,Alto,Generalista,Presencial,20,Dentro del mercado,1,85.0
16,535757,Menos de 250k,Alto,Generalista,Remoto,6,Dentro del mercado,0,70.0
12,829940,Menos de 250k,Alto,Generalista,Híbrido,18,Bajo,1,50.0
31,19846,Entre 250k y 1M,Alto,Generalista,Remoto,19,Bajo,0,50.0
33,338830,Entre 250k y 1M,Alto,Específica,Híbrido,10,Dentro del mercado,1,50.0
15,411868,Entre 250k y 1M,Básico,Generalista,Remoto,6,Dentro del mercado,0,60.0
7,433340,Entre 250k y 1M,Básico,Específica,Remoto,14,Dentro del mercado,0,60.0
3,873250,Menos de 250k,Alto,Generalista,Presencial,3,Bajo,0,60.0
16,788423,Menos de 250k,Básico,Específica,Remoto,13,Bajo,0,60.0
15,247400,Menos de 250k,Alto,Generalista,Híbrido,8,Dentro del mercado,0,50.0
35,558914,Más de 1M,Alto,Específica,Presencial,11,Dentro del mercado,1,85.0
28,231301,Más de 1M,Alto,Generalista,Híbrido,11,Alto,1,55.0
15,900822,Menos de 250k,Básico,Específica,Remoto,12,Alto,0,60.0
21,84317,Menos de 250k,Básico,Generalista,Presencial,16,Bajo,0,50.0
16,184636,Entre 250k y 1M,Alto,Generalista,Presencial,16,Alto,1,50.0
15,842025,Más de 1M,Básico,Específica,Remoto,5,Bajo,0,75.0
21,165922,Menos de 250k,Básico,Específica,Presencial,1,Alto,1,50.0
21,240050,Menos de 250k,Alto,Generalista,Híbrido,15,Dentro del mercado,1,50.0
24,405594,Más de 1M,Básico,Generalista,Presencial,11,Bajo,0,65.0
15,889474,Más de 1M,Alto,Generalista,Presencial,1,Dentro del mercado,1,85.0
15,392730,Entre 250k y 1M,Alto,Específica,Híbrido,13,Dentro del mercado,0,50.0
35,119016,Entre 250k y 1M,Experto,Generalista,Remoto,9,Alto,1,70.0
18,500553,Menos de 250k,Alto,Generalista,Remoto,12,Dentro del mercado,1,70.0
26,203336,Entre 250k y 1M,Alto,Generalista,Remoto,3,Bajo,1,50.0
16,831100,Entre 250k y 1M,Básico,Generalista,Remoto,1,Bajo,0,60.0
26,530998,Entre 250k y 1M,Alto,Específica,Remoto,13,Bajo,1,60.0
23,817196,Entre 250k y 1M,Básico,Generalista,Presencial,8,Alto,1,60.0
14,538436,Menos de 250k,Alto,Generalista,Presencial,12,Bajo,0,60.0
30,247399,Entre 250k y 1M,Experto,Específica,Híbrido,9,Alto,1,60.0
17,650030,Más de 1M,Básico,Generalista,Híbrido,9,Dentro del mercado,0,75.0
28,683501,Entre 250k y 1M,Alto,Específica,Remoto,8,Bajo,0,60.0
28,36276,Más de 1M,Básico,Específica,Presencial,13,Bajo,0,65.0
18,529873,Más de 1M,Experto,Específica,Presencial,18,Alto,0,95.0
27,755447,Menos de 250k,Experto,Específica,Híbrido,8,Bajo,1,70.0
34,212360,Entre 250k y 1M,Básico,Específica,Presencial,1,Dentro del mercado,0,60.0
6,686139,Más de 1M,Básico,Específica,Remoto,4,Dentro del mercado,1,85.0
5,557699,Menos de 250k,Básico,Generalista,Híbrido,4,Alto,1,50.0
9,489636,Más de 1M,Alto,Generalista,Presencial,20,Dentro del mercado,1,75.0
33,923890,Más de 1M,Experto,Generalista,Presencial,11,Bajo,1,95.0
1,21190,Más de 1M,Alto,Específica,Híbrido,10,Alto,0,55.0
2,773030,Más de 1M,Alto,Generalista,Remoto,15,Dentro del mercado,1,85.0
11,31257,Más de 1M,Experto,Específica,Remoto,6,Alto,1,85.0
26,319189,Más de 1M,Alto,Generalista,Híbrido,15,Bajo,0,55.0
19,660911,Entre 250k y 1M,Básico,Específica,Híbrido,9,Dentro del mercado,0,60.0
35,52951,Entre 250k y 1M,Básico,Generalista,Presencial,10,Dentro del mercado,1,60.0
9,890284,Más de 1M,Alto,Generalista,Presencial,4,Alto,1,75.0
10,990240,Menos de 250k,Básico,Generalista,Híbrido,8,Dentro del mercado,1,60.0
13,763502,Más de 1M,Experto,Específica,Híbrido,8,Bajo,1,85.0
10,356856,Entre 250k y 1M,Básico,Generalista,Remoto,12,Bajo,1,50.0
5,143196,Más de 1M,Alto,Generalista,Remoto,15,Bajo,1,65.0
20,520310,Menos de 250k,Experto,Específica,Presencial,10,Alto,1,80.0
11,695467,Menos de 250k,Básico,Generalista,Presencial,19,Alto,0,60.0
7,874430,Más de 1M,Alto,Generalista,Presencial,18,Bajo,0,75.0
16,838623,Menos de 250k,Básico,Específica,Presencial,16,Alto,1,60.0
6,527971,Entre 250k y 1M,Básico,Generalista,Híbrido,14,Bajo,0,50.0
14,187001,Entre 250k y 1M,Básico,Generalista,Remoto,17,Bajo,1,50.0
14,206632,Menos de 250k,Básico,Generalista,Remoto,5,Dentro del mercado,0,60.0
26,782199,Entre 250k y 1M,Básico,Específica,Híbrido,1,Alto,1,50.0
32,542419,Más de 1M,Experto,Específica,Híbrido,16,Dentro del mercado,0,95.0
28,241911,Entre 250k y 1M,Experto,Específica,Remoto,8,Bajo,1,70.0
24,648085,Entre 250k y 1M,Alto,Generalista,Híbrido,4,Alto,0,50.0
19,111969,Menos de 250k,Básico,Generalista,Presencial,5,Dentro del mercado,0,60.0
7,409406,Más de 1M,Alto,Generalista,Presencial,12,Bajo,1,65.0
3,374693,Más de 1M,Básico,Específica,Híbrido,5,Bajo,1,55.0
2,419695,Entre 250k y 1M,Experto,Generalista,Híbrido,15,Alto,0,60.0
20,759475,Más de 1M,Experto,Específica,Remoto,11,Bajo,1,95.0
32,927846,Menos de 250k,Experto,Específica,Presencial,4,Dentro del mercado,0,90.0
4,791892,Entre 250k y 1M,Básico,Generalista,Presencial,1,Alto,1,60.0
30,771892,Entre 250k y 1M,Experto,Generalista,Presencial,18,Bajo,0,80.0
19,781106,Más de 1M,Básico,Específica,Híbrido,8,Bajo,1,65.0
21,227517,Entre 250k y 1M,Básico,Específica,Remoto,13,Dentro del mercado,1,60.0
35,496744,Menos de 250k,Alto,Específica,Híbrido,19,Bajo,0,40.0
10,204614,Menos de 250k,Experto,Generalista,Presencial,6,Alto,1,70.0
32,219611,Entre 250k y 1M,Alto,Específica,Híbrido,4,Alto,1,40.0
6,823053,Más de 1M,Alto,Específica,Híbrido,10,Bajo,0,65.0
2,644887,Menos de 250k,Experto,Específica,Presencial,10,Dentro del mercado,1,90.0
22,887616,Menos de 250k,Experto,Generalista,Híbrido,6,Bajo,1,70.0
20,833022,Más de 1M,Alto,Específica,Híbrido,9,Dentro del mercado,0,75.0
19,934431,Entre 250k y 1M,Básico,Específica,Híbrido,1,Dentro del mercado,1,60.0
29,53125,Más de 1M,Experto,Específica,Presencial,7,Alto,1,85.0
32,276265,Más de 1M,Básico,Generalista,Presencial,19,Dentro del mercado,0,75.0
24,73308,Más de 1M,Alto,Generalista,Presencial,12,Dentro del mercado,0,75.0
2,999944,Entre 250k y 1M,Alto,Generalista,Remoto,17,Dentro del mercado,0,70.0
10,822045,Entre 250k y 1M,Básico,Generalista,Remoto,2,Dentro del mercado,1,70.0
7,751852,Entre 250k y 1M,Experto,Específica,Híbrido,3,Bajo,0,70.0
26,489150,Menos de 250k,Experto,Generalista,Remoto,16,Bajo,1,70.0
12,315606,Más de 1M,Alto,Generalista,Remoto,16,Alto,1,65.0
29,916529,Menos de 250k,Experto,Específica,Híbrido,16,Bajo,0,70.0
5,644804,Menos de 250k,Alto,Específica,Híbrido,18,Bajo,0,50.0
18,26103,Menos de 250k,Básico,Generalista,Remoto,16,Bajo,0,50.0
8,389513,Entre 250k y 1M,Experto,Generalista,Presencial,7,Alto,1,70.0
34,335276,Entre 250k y 1M,Experto,Generalista,Presencial,11,Alto,0,70.0
3,414071,Menos de 250k,Básico,Específica,Híbrido,3,Dentro del mercado,0,50.0
27,972069,Más de 1M,Experto,Generalista,Remoto,11,Alto,0,95.0
9,613190,Menos de 250k,Básico,Generalista,Remoto,3,Alto,1,60.0
25,312601,Más de 1M,Básico,Específica,Híbrido,3,Bajo,0,55.0
27,337005,Más de 1M,Alto,Generalista,Presencial,11,Bajo,1,65.0
2,848519,Más de 1M,Experto,Generalista,Presencial,13,Bajo,0,95.0
34,970932,Más de 1M,Alto,Específica,Presencial,11,Bajo,1,75.0
13,47165,Entre 250k y 1M,Básico,Generalista,Híbrido,18,Bajo,0,40.0
11,719365,Más de 1M,Básico,Específica,Híbrido,7,Alto,0,65.0
11,384438,Entre 250k y 1M,Alto,Específica,Híbrido,1,Alto,0,40.0
31,487302,Menos de 250k,Experto,Específica,Híbrido,10,Dentro del mercado,1,70.0
5,683047,Entre 250k y 1M,Experto,Específica,Remoto,13,Bajo,1,80.0
7,269904,Más de 1M,Básico,Generalista,Presencial,18,Alto,0,65.0
15,726244,Más de 1M,Básico,Específica,Presencial,20,Dentro del mercado,0,85.0
14,524696,Entre 250k y 1M,Alto,Generalista,Presencial,9,Bajo,0,60.0
14,24890,Menos de 250k,Experto,Específica,Remoto,11,Alto,0,70.0
28,169166,Más de 1M,Básico,Generalista,Híbrido,17,Alto,1,55.0
4,915346,Más de 1M,Alto,Específica,Remoto,10,Bajo,1,75.0
27,639394,Menos de 250k,Básico,Específica,Remoto,16,Bajo,0,60.0
13,560250,Entre 250k y 1M,Experto,Específica,Remoto,9,Alto,1,80.0
14,695243,Entre 250k y 1M,Experto,Específica,Híbrido,17,Bajo,1,70.0
20,861919,Entre 250k y 1M,Experto,Generalista,Híbrido,16,Dentro del mercado,0,80.0
19,794897,Menos de 250k,Experto,Específica,Presencial,5,Alto,1,80.0
13,571101,Entre 250k y 1M,Básico,Específica,Híbrido,18,Alto,1,50.0
29,668614,Entre 250k y 1M,Alto,Específica,Remoto,8,Bajo,0,60.0
5,544860,Menos de 250k,Básico,Generalista,Presencial,17,Dentro del mercado,0,70.0
14,541680,Menos de 250k,Básico,Específica,Remoto,7,Alto,0,60.0
4,944529,Más de 1M,Alto,Generalista,Presencial,20,Bajo,0,75.0
14,487388,Menos de 250k,Alto,Específica,Remoto,18,Dentro del mercado,0,60.0
33,139555,Entre 250k y 1M,Experto,Específica,Híbrido,8,Bajo,1,60.0
12,505874,Más de 1M,Básico,Generalista,Híbrido,13,Bajo,1,65.0
18,148530,Entre 250k y 1M,Alto,Generalista,Presencial,16,Alto,0,50.0
17,267006,Menos de 250k,Experto,Generalista,Híbrido,14,Alto,0,60.0
25,31304,Menos de 250k,Básico,Generalista,Remoto,2,Bajo,1,50.0
9,72014,Entre 250k y 1M,Alto,Generalista,Presencial,1,Bajo,0,50.0
17,354399,Más de 1M,Experto,Específica,Remoto,2,Alto,1,85.0
11,119136,Menos de 250k,Básico,Específica,Presencial,10,Bajo,0,50.0
10,868361,Más de 1M,Experto,Específica,Presencial,13,Alto,0,95.0
20,687293,Menos de 250k,Alto,Específica,Remoto,1,Alto,1,60.0
26,569753,Menos de 250k,Básico,Específica,Presencial,19,Alto,0,60.0
1,414539,Más de 1M,Básico,Generalista,Remoto,7,Dentro del mercado,1,75.0
17,372276,Menos de 250k,Alto,Generalista,Remoto,20,Alto,1,50.0
8,953686,Entre 250k y 1M,Básico,Específica,Remoto,9,Alto,1,60.0
19,594881,Más de 1M,Básico,Generalista,Remoto,5,Bajo,1,75.0
10,591130,Entre 250k y 1M,Alto,Específica,Remoto,2,Dentro del mercado,0,70.0
14,55524,Más de 1M,Experto,Generalista,Presencial,9,Alto,0,85.0
11,401455,Entre 250k y 1M,Experto,Generalista,Remoto,16,Dentro del mercado,1,80.0
25,184408,Menos de 250k,Alto,Generalista,Híbrido,13,Dentro del mercado,1,50.0
34,250766,Más de 1M,Experto,Generalista,Híbrido,7,Dentro del mercado,1,85.0
22,327110,Más de 1M,Alto,Generalista,Presencial,7,Dentro del mercado,0,75.0
28,37595,Entre 250k y 1M,Básico,Específica,Híbrido,10,Bajo,1,40.0
33,733119,Menos de 250k,Experto,Generalista,Presencial,4,Bajo,1,80.0
34,176082,Más de 1M,Experto,Específica,Remoto,4,Alto,1,85.0
27,753346,Más de 1M,Experto,Generalista,Híbrido,18,Bajo,0,85.0
32,56590,Más de 1M,Básico,Específica,Remoto,4,Alto,0,65.0
14,362942,Entre 250k y 1M,Experto,Específica,Híbrido,20,Dentro del mercado,0,70.0
22,973792,Menos de 250k,Alto,Específica,Híbrido,20,Dentro del mercado,1,60.0
17,883060,Entre 250k y 1M,Alto,Generalista,Presencial,11,Dentro del mercado,1,70.0
6,96438,Menos de 250k,Experto,Específica,Híbrido,17,Bajo,0,60.0
16,560246,Menos de 250k,Básico,Específica,Remoto,4,Bajo,0,60.0
19,124053,Más de 1M,Experto,Específica,Presencial,16,Alto,1,85.0
27,161300,Entre 250k y 1M,Experto,Específica,Híbrido,13,Bajo,0,60.0
25,366315,Menos de 250k,Experto,Específica,Remoto,6,Dentro del mercado,1,80.0
7,660663,Más de 1M,Experto,Específica,Híbrido,20,Dentro del mercado,0,95.0
23,189480,Menos de 250k,Experto,Generalista,Presencial,3,Alto,1,70.0
22,788678,Menos de 250k,Experto,Generalista,Presencial,14,Bajo,0,80.0
26,762284,Más de 1M,Básico,Específica,Híbrido,19,Bajo,1,65.0
3,34037,Más de 1M,Básico,Específica,Híbrido,3,Alto,0,55.0
1,479300,Entre 250k y 1M,Básico,Generalista,Híbrido,9,Dentro del mercado,0,50.0
29,915465,Entre 250k y 1M,Experto,Generalista,Híbrido,13,Dentro del mercado,1,80.0
32,639333,Menos de 250k,Básico,Generalista,Presencial,18,Bajo,1,60.0
8,44679,Entre 250k y 1M,Experto,Específica,Presencial,5,Dentro del mercado,1,80.0
23,251326,Entre 250k y 1M,Básico,Específica,Remoto,17,Alto,0,50.0
10,647264,Menos de 250k,Alto,Generalista,Remoto,9,Dentro del mercado,1,70.0
34,36898,Entre 250k y 1M,Experto,Específica,Híbrido,14,Alto,0,60.0
32,947921,Entre 250k y 1M,Alto,Generalista,Presencial,1,Bajo,1,60.0
27,749939,Más de 1M,Alto,Específica,Presencial,18,Dentro del mercado,1,85.0
8,899628,Entre 250k y 1M,Alto,Generalista,Remoto,18,Alto,0,60.0
33,380344,Entre 250k y 1M,Experto,Específica,Remoto,16,Bajo,0,70.0
2,265769,Menos de 250k,Experto,Generalista,Presencial,14,Dentro del mercado,1,80.0
30,60605,Entre 250k y 1M,Básico,Específica,Híbrido,18,Alto,1,40.0
10,844283,Más de 1M,Básico,Específica,Híbrido,13,Bajo,0,65.0
15,617873,Menos de 250k,Alto,Generalista,Presencial,13,Dentro del mercado,0,70.0
2,251622,Más de 1M,Alto,Generalista,Híbrido,12,Dentro del mercado,0,65.0
17,740038,Menos de 250k,Experto,Generalista,Híbrido,9,Dentro del mercado,1,80.0
3,75463,Menos de 250k,Alto,Generalista,Remoto,8,Dentro del mercado,0,60.0
29,542459,Entre 250k y 1M,Alto,Específica,Híbrido,13,Bajo,1,50.0
26,366722,Entre 250k y 1M,Alto,Específica,Híbrido,17,Bajo,1,40.0
21,128587,Más de 1M,Experto,Generalista,Presencial,15,Dentro del mercado,0,95.0
26,445201,Menos de 250k,Básico,Generalista,Híbrido,1,Alto,1,40.0
14,655249,Más de 1M,Básico,Generalista,Presencial,5,Alto,1,75.0
28,61584,Entre 250k y 1M,Básico,Generalista,Híbrido,15,Dentro del mercado,0,50.0
31,340373,Menos de 250k,Alto,Específica,Híbrido,20,Dentro del mercado,0,50.0
28,295551,Más de 1M,Básico,Generalista,Remoto,16,Bajo,0,65.0
9,632550,Más de 1M,Experto,Específica,Presencial,9,Dentro del mercado,0,100.0
5,832373,Menos de 250k,Alto,Específica,Remoto,6,Dentro del mercado,1,70.0
10,592429,Entre 250k y 1M,Alto,Específica,Remoto,19,Bajo,1,60.0
5,808125,Menos de 250k,Básico,Generalista,Remoto,14,Alto,1,60.0
3,840192,Menos de 250k,Alto,Específica,Híbrido,8,Bajo,1,50.0
22,44412,Menos de 250k,Básico,Generalista,Remoto,2,Alto,1,50.0
21,66492,Más de 1M,Alto,Específica,Presencial,16,Dentro del mercado,1,75.0
10,929452,Entre 250k y 1M,Experto,Específica,Híbrido,20,Dentro del mercado,1,80.0
30,651409,Entre 250k y 1M,Experto,Generalista,Presencial,5,Dentro del mercado,0,90.0
2,846483,Entre 250k y 1M,Alto,Generalista,Remoto,1,Dentro del mercado,1,70.0
3,918501,Entre 250k y 1M,Experto,Generalista,Presencial,18,Bajo,0,80.0
26,143698,Menos de 250k,Básico,Generalista,Presencial,15,Bajo,0,50.0
18,797078,Más de 1M,Alto,Específica,Remoto,3,Bajo,1,75.0
28,584895,Más de 1M,Básico,Generalista,Híbrido,7,Bajo,1,65.0
20,334748,Entre 250k y 1M,Experto,Generalista,Híbrido,2,Bajo,1,60.0
11,732989,Más de 1M,Experto,Específica,Remoto,11,Alto,1,95.0
31,218469,Menos de 250k,Básico,Generalista,Remoto,12,Bajo,0,50.0
13,578534,Más de 1M,Alto,Generalista,Presencial,3,Dentro del mercado,1,85.0
7,150730,Más de 1M,Experto,Generalista,Remoto,17,Bajo,0,85.0
13,285233,Menos de 250k,Experto,Generalista,Remoto,18,Dentro del mercado,1,80.0
23,184677,Menos de 250k,Alto,Generalista,Presencial,19,Dentro del mercado,0,60.0
25,726496,Menos de 250k,Alto,Específica,Híbrido,15,Alto,0,50.0
30,498376,Entre 250k y 1M,Básico,Específica,Híbrido,5,Dentro del mercado,1,50.0
3,753100,Más de 1M,Alto,Generalista,Presencial,7,Dentro del mercado,0,85.0
35,656993,Más de 1M,Alto,Específica,Híbrido,6,Alto,0,65.0
33,866571,Menos de 250k,Básico,Específica,Híbrido,2,Alto,0,50.0
27,714948,Más de 1M,Básico,Generalista,Presencial,8,Alto,0,75.0
36,977825,Más de 1M,Alto,Específica,Híbrido,8,Bajo,0,65.0
4,837596,Más de 1M,Básico,Generalista,Remoto,1,Bajo,1,75.0
3,131079,Más de 1M,Experto,Específica,Híbrido,14,Bajo,0,75.0
19,99815,Menos de 250k,Experto,Generalista,Presencial,15,Bajo,1,70.0
6,380337,Entre 250k y 1M,Experto,Generalista,Híbrido,11,Alto,1,60.0
4,454451,Más de 1M,Básico,Específica,Remoto,16,Alto,1,65.0
34,596911,Entre 250k y 1M,Alto,Específica,Híbrido,17,Bajo,1,50.0
34,798214,Más de 1M,Experto,Específica,Presencial,2,Dentro del mercado,0,100.0
17,960560,Más de 1M,Básico,Específica,Remoto,7,Bajo,0,75.0
23,571704,Entre 250k y 1M,Experto,Específica,Híbrido,9,Dentro del mercado,0,80.0
14,999854,Menos de 250k,Básico,Específica,Presencial,2,Alto,1,60.0
17,558749,Menos de 250k,Experto,Específica,Presencial,12,Alto,0,80.0
32,234619,Más de 1M,Básico,Generalista,Híbrido,1,Dentro del mercado,1,65.0
34,793162,Entre 250k y 1M,Alto,Generalista,Remoto,3,Dentro del mercado,1,70.0
3,955518,Entre 250k y 1M,Básico,Específica,Remoto,7,Bajo,1,60.0
31,529874,Entre 250k y 1M,Experto,Específica,Presencial,11,Bajo,1,80.0
25,215177,Entre 250k y 1M,Básico,Específica,Remoto,4,Dentro del mercado,1,60.0
29,721249,Entre 250k y 1M,Básico,Específica,Presencial,4,Dentro del mercado,0,70.0
24,279590,Menos de 250k,Alto,Generalista,Remoto,9,Bajo,0,50.0
5,133804,Menos de 250k,Básico,Generalista,Remoto,12,Alto,0,50.0
11,165825,Más de 1M,Alto,Específica,Presencial,1,Alto,1,65.0
36,464877,Menos de 250k,Alto,Generalista,Presencial,18,Alto,0,50.0
28,276279,Entre 250k y 1M,Básico,Específica,Remoto,7,Bajo,0,50.0
33,198169,Entre 250k y 1M,Experto,Específica,Remoto,19,Dentro del mercado,1,80.0
30,466796,Más de 1M,Básico,Específica,Presencial,14,Dentro del mercado,1,75.0
12,297670,Menos de 250k,Básico,Específica,Presencial,14,Dentro del mercado,1,60.0
24,858360,Entre 250k y 1M,Experto,Específica,Híbrido,9,Dentro del mercado,0,80.0
19,201321,Menos de 250k,Alto,Específica,Remoto,8,Bajo,0,50.0
11,148794,Entre 250k y 1M,Alto,Específica,Remoto,9,Alto,1,50.0
31,187613,Entre 250k y 1M,Alto,Generalista,Presencial,18,Bajo,0,50.0
31,559189,Menos de 250k,Alto,Generalista,Presencial,2,Bajo,1,60.0
17,999081,Menos de 250k,Experto,Generalista,Híbrido,15,Dentro del mercado,0,80.0
34,609138,Menos de 250k,Alto,Generalista,Remoto,1,Dentro del mercado,0,70.0
26,800358,Entre 250k y 1M,Básico,Específica,Remoto,20,Alto,0,60.0
19,941985,Más de 1M,Alto,Específica,Remoto,17,Alto,0,75.0
31,862903,Más de 1M,Experto,Generalista,Híbrido,18,Alto,0,85.0
10,713944,Menos de 250k,Básico,Generalista,Híbrido,10,Dentro del mercado,0,60.0
5,929985,Menos de 250k,Básico,Generalista,Híbrido,3,Alto,1,50.0
23,191257,Entre 250k y 1M,Alto,Generalista,Híbrido,6,Dentro del mercado,1,50.0
14,246966,Más de 1M,Básico,Generalista,Remoto,2,Bajo,1,65.0
25,389700,Entre 250k y 1M,Alto,Generalista,Presencial,15,Dentro del mercado,0,60.0
4,153717,Entre 250k y 1M,Básico,Específica,Híbrido,11,Bajo,0,40.0
4,451064,Menos de 250k,Alto,Específica,Remoto,15,Bajo,0,50.0
16,793109,Entre 250k y 1M,Básico,Generalista,Híbrido,18,Alto,0,50.0
3,944426,Menos de 250k,Alto,Generalista,Presencial,13,Bajo,0,60.0
35,805148,Entre 250k y 1M,Experto,Generalista,Remoto,6,Bajo,1,80.0
33,752596,Menos de 250k,Básico,Específica,Remoto,6,Dentro del mercado,0,70.0
34,881502,Menos de 250k,Alto,Generalista,Remoto,10,Alto,0,60.0
27,248264,Entre 250k y 1M,Experto,Generalista,Híbrido,10,Alto,1,60.0
29,541395,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,1,70.0
34,25542,Entre 250k y 1M,Básico,Generalista,Híbrido,19,Dentro del mercado,0,50.0
35,132265,Menos de 250k,Experto,Generalista,Presencial,13,Dentro del mercado,1,80.0
33,218063,Más de 1M,Alto,Específica,Híbrido,7,Alto,0,55.0
34,698701,Menos de 250k,Experto,Generalista,Híbrido,7,Dentro del mercado,0,80.0
25,752100,Entre 250k y 1M,Alto,Generalista,Híbrido,17,Bajo,1,50.0
6,701807,Entre 250k y 1M,Básico,Generalista,Presencial,10,Bajo,0,60.0
12,143054,Entre 250k y 1M,Básico,Generalista,Remoto,12,Bajo,0,50.0
28,713490,Menos de 250k,Básico,Generalista,Remoto,13,Bajo,1,60.0
21,399674,Menos de 250k,Básico,Generalista,Híbrido,12,Dentro del mercado,0,50.0
31,103833,Más de 1M,Alto,Generalista,Remoto,3,Bajo,0,65.0
12,795671,Entre 250k y 1M,Alto,Específica,Híbrido,19,Alto,1,50.0
33,106353,Entre 250k y 1M,Básico,Específica,Híbrido,13,Alto,1,40.0
29,55823,Menos de 250k,Alto,Generalista,Híbrido,13,Alto,1,40.0
3,989904,Más de 1M,Básico,Específica,Remoto,12,Alto,0,75.0
8,952094,Más de 1M,Alto,Generalista,Presencial,2,Alto,1,75.0
22,67996,Menos de 250k,Básico,Generalista,Remoto,19,Alto,0,50.0
26,439831,Menos de 250k,Básico,Generalista,Presencial,9,Alto,0,50.0
8,234136,Más de 1M,Básico,Específica,Remoto,18,Bajo,0,65.0
4,348065,Entre 250k y 1M,Alto,Generalista,Híbrido,12,Dentro del mercado,0,50.0
5,410061,Entre 250k y 1M,Alto,Específica,Remoto,20,Dentro del mercado,0,60.0
4,933376,Más de 1M,Alto,Generalista,Remoto,9,Bajo,0,75.0
30,944765,Más de 1M,Básico,Generalista,Remoto,18,Alto,0,75.0
6,57385,Entre 250k y 1M,Experto,Específica,Remoto,4,Alto,1,70.0
5,40963,Entre 250k y 1M,Básico,Específica,Remoto,1,Alto,1,50.0
28,811715,Entre 250k y 1M,Básico,Específica,Híbrido,4,Dentro del mercado,0,60.0
30,292792,Entre 250k y 1M,Básico,Generalista,Híbrido,8,Alto,1,40.0
15,27536,Más de 1M,Básico,Específica,Presencial,12,Alto,1,65.0
31,95198,Entre 250k y 1M,Alto,Específica,Remoto,16,Alto,0,50.0
11,196220,Menos de 250k,Básico,Generalista,Híbrido,14,Dentro del mercado,0,50.0
34,806110,Menos de 250k,Básico,Específica,Híbrido,9,Alto,0,50.0
31,150052,Más de 1M,Básico,Generalista,Remoto,4,Bajo,1,65.0
11,391525,Menos de 250k,Experto,Específica,Remoto,3,Bajo,0,70.0
